ΑΜΚΑ_ΑΣΘΕΝΗ,ΚΩΔΙΚΟΣ_ΠΡΑΞΗΣ,ΗΜΕΡΟΜΗΝΙΑ_ΩΡΑ,ΑΙΘΟΥΣΑ,ΑΜΚΑ_ΙΑΤΡΟΥ,ΚΩΔΙΚΟΣ_ΝΟΣΗΛΕΙΑΣ
21119915728,X636119,2026-05-11 11:21:48,Αίθουσα Επέμβασης 4,31127128715,821
28099409986,K504161,2026-09-01 15:41:33,Αίθουσα Επέμβασης 5,07067536585,2529
24108840091,X714415,2025-10-02 19:21:42,Αίθουσα Επέμβασης 2,07096320081,8879
09050577948,K517173,2026-01-24 18:25:51,Αίθουσα Επέμβασης 3,26119233090,13147
21048410817,Χ629957.5,2025-03-25 12:44:12,Αίθουσα Επέμβασης 5,18038419704,6074
29097303410,X621279,2026-02-06 19:50:13,Αίθουσα Επέμβασης 4,21036855841,27642
13118727522,K508025,2025-01-06 14:03:52,Αίθουσα Επέμβασης 3,13019511418,22705
29040574380,X639733,2026-12-03 17:43:50,Αίθουσα Επέμβασης 4,08107948767,7464
05098772052,B307485,2025-05-14 01:06:40,Αίθουσα Επέμβασης 2,19026775246,3022
16097933748,B313145,2024-05-03 19:47:11,Αίθουσα Επέμβασης 2,23017282546,13240
01127302533,X681609,2024-02-07 05:26:11,Χειρουργείο 1,14048983004,5226
15036607366,K516509,2025-07-13 23:03:53,Αίθουσα Επέμβασης 1,24059714537,1301
23078593387,X691583,2026-11-01 11:08:56,Αίθουσα Επέμβασης 1,22046863505,16885
20105033687,X709491,2026-02-18 00:39:14,Αίθουσα Επέμβασης 4,16058088797,5563
01039294377,Β311905.47,2025-05-27 10:56:31,Χειρουργείο 3,28027843113,28815
19083782369,B307977,2026-04-05 21:55:16,Αίθουσα Επέμβασης 5,03047764549,14061
02105380790,B314235,2025-05-26 06:00:18,Χειρουργείο 4,27038876062,4095
23039279381,X645259,2025-04-14 00:01:36,Αίθουσα Επέμβασης 1,16129514595,9401
23035313414,X628673,2026-05-23 19:45:33,Αίθουσα Επέμβασης 2,29018720992,23756
03046082830,Β311905.131,2024-10-12 14:13:44,Χειρουργείο 3,19088103483,8008
16107914456,B316489,2025-04-26 22:07:36,Αίθουσα Επέμβασης 4,16049105631,4743
08062090805,X646059,2026-08-02 04:32:31,Χειρουργείο 5,19097671585,29662
28129192511,X673979,2026-07-13 15:48:19,Αίθουσα Επέμβασης 5,09087465106,27023
18039628126,X719281,2026-12-11 14:01:10,Αίθουσα Επέμβασης 5,27119559754,21387
29084363925,X633971,2024-07-07 03:01:23,Χειρουργείο 5,21029390527,12415
07037117362,X661959,2026-01-20 06:31:22,Αίθουσα Επέμβασης 1,28068899789,14453
18034920662,Β315905.24,2025-03-14 00:57:39,Αίθουσα Επέμβασης 4,20078593378,24935
04042217337,X703051,2025-06-05 19:23:57,Χειρουργείο 3,03067202384,12150
16024530261,X713923,2026-08-21 16:04:21,Χειρουργείο 2,27116381556,26987
20062391792,Β315905.11,2026-10-08 12:44:50,Αίθουσα Επέμβασης 3,18026491407,5565
08116863061,B308119,2024-03-22 12:29:15,Χειρουργείο 5,14027204472,28550
09123947685,X622651,2026-05-06 12:56:01,Χειρουργείο 3,25098689646,4152
10100626830,X652769,2024-10-19 00:41:52,Αίθουσα Επέμβασης 4,07128933392,9240
10103474507,X623599,2025-04-16 03:41:55,Αίθουσα Επέμβασης 3,19049805360,4897
05070616818,X650903,2026-06-20 17:15:52,Χειρουργείο 2,25126627516,18853
20089422929,X703185,2024-09-06 11:20:31,Χειρουργείο 2,22089289312,12465
18081950456,X694569,2025-05-18 07:46:21,Χειρουργείο 2,21036855841,5906
08100174215,X635639,2025-08-02 06:02:28,Αίθουσα Επέμβασης 1,20056259580,20430
12061757941,X663757.20,2025-10-17 11:37:13,Αίθουσα Επέμβασης 1,28126455528,15558
10024362610,B313605.93,2024-02-14 12:52:03,Αίθουσα Επέμβασης 1,26026494790,15343
04025380562,B316705.17,2025-02-07 18:15:33,Χειρουργείο 4,19067764454,9069
06105926075,X618673,2026-07-30 13:07:02,Χειρουργείο 2,01126898842,24965
12117789376,X635535,2026-05-10 15:49:57,Αίθουσα Επέμβασης 5,30066643000,15739
30116289118,X631339,2026-03-13 00:09:42,Χειρουργείο 3,13019511418,21516
07055220633,K517461,2025-10-15 11:47:42,Χειρουργείο 1,01028453566,853
19078159668,B305813,2025-08-07 19:07:34,Χειρουργείο 3,08046234626,11206
28096109629,X603401,2025-10-13 05:49:30,Αίθουσα Επέμβασης 3,18077668129,27724
29069603569,X610759,2026-01-26 00:10:46,Αίθουσα Επέμβασης 2,21107026591,21915
22028705786,B313861,2024-06-26 21:43:42,Χειρουργείο 4,22066909048,21528
21024721440,X632209,2026-05-18 08:18:03,Αίθουσα Επέμβασης 1,17049454625,9940
15029311184,X622213,2024-07-02 17:46:03,Χειρουργείο 4,25078560613,9021
10046367165,B313605.221,2024-12-09 17:41:35,Αίθουσα Επέμβασης 3,15097845869,19191
20017201503,X634289,2025-08-05 00:29:26,Χειρουργείο 3,29048747950,991
17020243696,B318377,2024-10-02 02:05:19,Χειρουργείο 4,02018629858,6818
18095604082,X635727,2026-03-01 01:53:19,Αίθουσα Επέμβασης 5,01028453566,1383
01088847989,X697609,2026-04-14 22:42:17,Αίθουσα Επέμβασης 5,03116493443,17129
12093549056,X603171,2024-07-19 21:44:48,Αίθουσα Επέμβασης 2,05118656775,7810
12061939890,B313605.298,2025-08-23 16:55:37,Χειρουργείο 5,07126830003,6339
30056671489,K508421,2024-06-04 22:10:05,Αίθουσα Επέμβασης 4,26076648963,14239
15014404120,X666663,2024-07-06 16:03:24,Αίθουσα Επέμβασης 2,02036522626,18906
15034651728,X657019,2025-03-11 14:28:53,Χειρουργείο 5,03047764549,18488
07121323506,X695049,2026-10-01 06:07:48,Χειρουργείο 2,24079369309,21327
03086464668,X666483,2024-01-06 03:57:43,Αίθουσα Επέμβασης 4,18026491407,19163
21026606615,X702619,2026-04-06 09:45:43,Χειρουργείο 1,17098211492,17320
18014187451,K511463,2026-05-07 20:48:36,Χειρουργείο 1,25087114134,12098
09028782023,X647913,2025-11-15 14:28:02,Αίθουσα Επέμβασης 3,13129208275,2526
22114271260,X686839,2024-01-23 16:05:07,Αίθουσα Επέμβασης 1,06106702650,20552
17114622723,K506431,2024-08-11 13:59:40,Αίθουσα Επέμβασης 3,01026474429,170
21034512844,X652249,2025-12-11 21:30:49,Χειρουργείο 1,06127921077,3083
05035038168,B312495,2026-06-03 02:17:42,Χειρουργείο 5,14107187228,22695
24014183366,B313605.91,2024-03-25 03:09:44,Χειρουργείο 3,30066643000,16572
06091959825,X702961,2024-02-01 12:53:36,Χειρουργείο 2,21017629522,4607
03120853076,X697957,2026-02-06 06:32:58,Αίθουσα Επέμβασης 4,23038301805,26609
02117740323,K508707,2024-04-16 02:13:12,Χειρουργείο 3,01028453566,27121
19121218006,X655159,2024-09-07 21:03:57,Χειρουργείο 5,01068388909,881
03074855522,X670569,2025-04-18 04:52:52,Χειρουργείο 5,16027098320,3821
21038178223,X627049,2025-08-07 00:03:06,Χειρουργείο 5,22056473676,3216
07105034526,X631957.181,2025-08-17 02:40:40,Χειρουργείο 5,15017994679,22835
28095374951,X661009,2026-02-07 03:12:26,Χειρουργείο 2,26119233090,15614
25084410673,X635617,2025-10-29 19:48:24,Χειρουργείο 3,31036764120,13518
27092169379,X714783,2025-09-17 14:52:48,Αίθουσα Επέμβασης 3,23059304171,15632
10055660280,X707379,2026-06-09 21:05:38,Χειρουργείο 2,11019480682,24825
06117504875,X630839,2026-02-09 22:17:01,Αίθουσα Επέμβασης 3,26049275048,24360
28046438548,X639599,2025-09-09 16:32:10,Χειρουργείο 5,06027984112,14559
11033398265,X633937.74,2025-11-30 18:15:35,Αίθουσα Επέμβασης 4,06066504974,24709
06040800452,X697045,2026-01-29 16:08:11,Χειρουργείο 2,17087168135,14066
30058907585,X645269,2026-12-31 23:23:33,Χειρουργείο 2,20036906148,23123
21107874898,X690159,2026-01-30 12:08:03,Χειρουργείο 1,25066070679,27479
30083379626,X603199,2024-06-25 00:45:09,Χειρουργείο 5,18079137617,2370
18121934920,X682999,2026-07-14 07:33:41,Χειρουργείο 5,10066642723,11472
06081976581,B316627,2026-01-22 16:32:30,Χειρουργείο 1,25126627516,13584
26060877409,K508547,2024-02-17 14:15:39,Αίθουσα Επέμβασης 5,10049377861,28081
02125801633,X652557,2024-01-19 19:53:45,Χειρουργείο 4,16108629101,25820
24085647978,X684609,2025-10-05 07:42:10,Αίθουσα Επέμβασης 4,04066241219,25169
08128031625,B307047,2024-08-08 07:15:09,Χειρουργείο 1,29069575442,12283
18128800407,K511301,2024-07-04 01:58:53,Αίθουσα Επέμβασης 3,25086572696,3142
20090268722,X646569,2024-10-04 06:36:20,Αίθουσα Επέμβασης 3,28088884090,18258
12025095314,X647181,2025-04-23 13:00:31,Χειρουργείο 3,27047450977,644
30015727627,X670723,2026-02-17 15:32:38,Αίθουσα Επέμβασης 2,24116199023,26418
17086604051,X632743,2025-07-14 11:03:35,Αίθουσα Επέμβασης 2,14087685423,23412
17083474592,X636911,2025-05-24 19:16:49,Χειρουργείο 4,25086572696,10306
07039197639,X625671,2024-09-15 22:54:13,Αίθουσα Επέμβασης 5,27127004840,27118
17083074714,X603203,2026-08-06 01:00:28,Αίθουσα Επέμβασης 3,18078628006,27862
09080893956,X670175,2024-05-23 21:47:19,Χειρουργείο 3,02077108433,7941
22082216172,Β315905.8,2026-12-29 09:54:08,Αίθουσα Επέμβασης 4,03077355047,14320
03103904024,X667159,2024-11-01 10:15:55,Χειρουργείο 1,07128933392,15253
14036143716,X614719,2024-07-17 11:10:32,Αίθουσα Επέμβασης 2,02078022955,18426
17129403534,Β311905.135,2024-05-12 18:37:55,Χειρουργείο 2,04049765143,11723
01066444431,Β311905.137,2024-10-06 16:51:50,Αίθουσα Επέμβασης 2,18067010293,29296
21083986577,B316529,2025-04-16 06:31:35,Χειρουργείο 3,06129006779,16431
15102285017,X667735,2025-12-14 07:44:53,Αίθουσα Επέμβασης 1,04056123282,24276
06119238360,X645957.31,2026-11-17 20:09:27,Χειρουργείο 1,15017994679,5443
16025361834,K500881,2024-09-21 09:15:46,Χειρουργείο 3,27057330784,22528
17037476381,X673849,2024-11-30 17:55:35,Χειρουργείο 4,13049344733,13512
18118352738,B305219,2026-01-10 13:46:16,Αίθουσα Επέμβασης 5,24107206566,19312
18113299351,X625223,2027-01-03 19:57:01,Αίθουσα Επέμβασης 1,24059714537,8072
02030140703,X694579,2025-10-31 17:02:48,Αίθουσα Επέμβασης 1,19117034799,16872
24099959675,A402769,2026-08-02 13:49:22,Αίθουσα Επέμβασης 1,26109596245,28068
17028624168,X635491,2024-07-30 05:05:25,Χειρουργείο 1,12057413455,6816
14044750254,X655189,2025-03-24 21:02:09,Αίθουσα Επέμβασης 4,03089789067,29597
26038301559,K512181,2026-05-14 20:40:14,Χειρουργείο 4,23038301805,29895
27117605937,X668715,2024-01-17 23:30:18,Χειρουργείο 5,06086096998,23646
05018566825,K512977.19,2026-04-26 13:19:39,Αίθουσα Επέμβασης 3,03117001638,8407
03086464668,B313857,2026-05-10 09:37:02,Αίθουσα Επέμβασης 2,27057330784,12914
28025880468,X704581,2026-02-03 21:05:25,Αίθουσα Επέμβασης 1,11028804475,26686
31100373677,K517603,2026-11-01 10:53:41,Χειρουργείο 5,14017779931,4275
08020675213,X637109,2024-07-01 01:57:52,Χειρουργείο 5,19026775246,19035
12070223052,B316305.28,2026-03-03 06:15:00,Χειρουργείο 2,18047974063,22485
11037683210,A403645,2024-06-09 06:55:42,Αίθουσα Επέμβασης 2,26086295833,19339
09089210565,X633937.240,2025-11-25 15:21:39,Αίθουσα Επέμβασης 2,26049275048,13442
09077487982,X631957.135,2026-09-15 07:14:37,Αίθουσα Επέμβασης 4,01126898842,7953
17041563178,X675959,2024-03-27 16:20:23,Αίθουσα Επέμβασης 3,21116234129,20350
16033938839,X641799,2026-02-26 13:20:59,Αίθουσα Επέμβασης 4,30109708330,17934
20043275227,X670593,2024-12-04 14:16:38,Χειρουργείο 5,15068957567,411
08109359773,B313605.23,2024-02-11 23:04:51,Αίθουσα Επέμβασης 4,03077355047,10958
11127857588,X646603,2024-06-08 21:21:44,Χειρουργείο 1,19049805360,6498
13117525317,X651271,2025-11-09 04:37:40,Αίθουσα Επέμβασης 1,01048115081,7932
29012129403,Β315905.86,2025-10-07 18:07:56,Χειρουργείο 1,04037503050,1483
02081343588,X632189,2025-10-23 08:01:13,Αίθουσα Επέμβασης 4,24127417202,5278
26123225063,X640599,2024-08-06 07:57:13,Αίθουσα Επέμβασης 2,06088858657,19505
02096093335,B313605.268,2024-09-17 01:12:11,Χειρουργείο 4,06017832098,2489
08116440470,B313605.242,2025-06-09 11:46:38,Αίθουσα Επέμβασης 2,27116381556,25759
27099511957,X668249,2027-01-03 04:28:21,Χειρουργείο 3,06017832098,18420
09123947685,ΠΑΘΟΛΟΓΙΚΗ ΑΝΑΤΟΜΙΚΗ - ΓΕΝΕΤΙΚΗ,2024-04-09 05:52:37,Αίθουσα Επέμβασης 1,25067343186,17519
26037182546,X665619,2025-03-04 21:34:10,Αίθουσα Επέμβασης 5,18046450046,21646
08113677434,K512181,2024-07-28 07:10:07,Χειρουργείο 4,20047493220,9595
08129990668,X621063,2026-05-30 06:38:41,Χειρουργείο 5,14087685423,26642
20017826284,K503081,2026-03-05 20:50:46,Αίθουσα Επέμβασης 5,18038419704,5790
01025054484,B313605.388,2024-09-14 04:46:57,Χειρουργείο 2,10066642723,23602
07040584582,Β311905.78,2025-09-11 18:50:02,Αίθουσα Επέμβασης 1,07017002380,16708
03038978566,B313605.110,2026-07-26 18:15:47,Αίθουσα Επέμβασης 2,08066384048,6531
06104943334,B313605.347,2026-03-06 08:30:45,Χειρουργείο 3,18079137617,10225
11117563872,B305327,2026-04-28 13:23:47,Αίθουσα Επέμβασης 4,28027843113,11452
06034858459,X681049,2026-05-05 15:40:00,Χειρουργείο 4,25067470203,12213
01114471804,B312061,2025-04-20 02:39:30,Αίθουσα Επέμβασης 5,20118029005,16731
22114271260,X706299,2025-09-16 02:27:12,Χειρουργείο 1,17099112296,8164
24116282778,X635611,2024-11-27 02:56:00,Χειρουργείο 2,03047764549,27268
22126495061,X631957.71,2026-05-03 15:02:12,Χειρουργείο 1,13049344733,23876
21045365135,B313605.138,2025-11-07 19:28:25,Αίθουσα Επέμβασης 3,04107581800,248
19078099769,X697083,2025-12-11 09:56:34,Χειρουργείο 2,04037503050,26869
17096611923,X602069,2024-02-11 01:09:07,Χειρουργείο 2,17049454625,9202
14111325259,X622279,2025-02-25 18:55:27,Αίθουσα Επέμβασης 5,13019416697,18168
09067553877,X709671,2025-03-01 01:41:54,Αίθουσα Επέμβασης 4,07096320081,19637
02106061246,X622481,2026-08-22 15:34:11,Χειρουργείο 2,07077598311,20728
10065329267,X665577,2024-11-09 06:51:55,Αίθουσα Επέμβασης 4,18048136821,11075
30071336432,B314851,2025-03-20 09:04:12,Αίθουσα Επέμβασης 2,20066498687,14987
16034892466,B307739,2024-05-23 15:03:14,Χειρουργείο 3,08038064163,10091
08087382912,X681865,2026-02-21 05:58:10,Αίθουσα Επέμβασης 5,23018735761,2066
02046926501,X670637,2026-10-30 22:19:53,Χειρουργείο 1,25067470203,24790
18023793936,B307345,2026-12-09 00:42:58,Αίθουσα Επέμβασης 3,02049297106,9685
05047021335,X646599,2026-03-31 00:55:04,Χειρουργείο 1,07077598311,12879
18034920662,X664969,2025-11-25 06:41:28,Αίθουσα Επέμβασης 1,10097761798,17247
24097669596,X666415,2026-01-13 13:08:37,Χειρουργείο 1,25126627516,9880
26052422936,Β315905.77,2024-11-19 16:57:49,Χειρουργείο 5,02049297106,22857
08045175773,B315213,2026-11-19 02:06:20,Χειρουργείο 5,02018629858,14427
17127418082,B313605.244,2025-08-15 22:35:06,Χειρουργείο 5,05056159470,2637
03118056343,X633937.218,2026-07-20 17:11:36,Αίθουσα Επέμβασης 4,12057155300,22007
24015702456,X681499,2025-02-25 23:12:27,Χειρουργείο 3,08038064163,18275
20101911560,X690319,2025-12-22 13:13:37,Αίθουσα Επέμβασης 4,10088406393,23663
28061603433,K514009,2025-02-22 02:50:44,Χειρουργείο 5,28106015571,16786
24077805803,X653609,2026-09-28 03:29:15,Αίθουσα Επέμβασης 3,24127417202,25369
02053956406,X632979,2024-01-19 05:39:43,Αίθουσα Επέμβασης 2,22046863505,5921
27032287959,K516919,2025-12-19 07:08:11,Αίθουσα Επέμβασης 3,16109211017,601
24040433384,B313605.71,2024-11-28 19:36:24,Χειρουργείο 1,20066498687,25564
22057071782,K512975.36,2025-11-07 03:25:54,Αίθουσα Επέμβασης 4,12097182585,15151
24010193965,B304889,2026-04-06 17:32:44,Αίθουσα Επέμβασης 3,04066241219,14759
28115475586,X622447,2025-05-29 15:37:24,Χειρουργείο 5,10028991768,1348
21020530111,X673383,2025-07-01 04:00:11,Χειρουργείο 3,10098802211,7666
29129239384,X670599,2025-04-13 18:21:33,Χειρουργείο 2,13019511418,10037
22067125014,X622205,2024-12-01 09:17:09,Αίθουσα Επέμβασης 5,27116381556,23587
17037794588,X684623,2024-12-25 04:35:24,Χειρουργείο 3,02097580827,22940
24079801775,K516911,2026-02-04 09:54:07,Χειρουργείο 3,26086400932,12605
05052383256,X634309,2025-06-23 15:49:38,Χειρουργείο 2,25099582251,17955
30040535722,B311905.23,2026-12-21 15:33:13,Αίθουσα Επέμβασης 5,07068540070,26374
30119508103,X707377,2026-11-11 00:37:07,Χειρουργείο 3,27047450977,23604
26029664710,B316385,2024-06-23 05:39:46,Χειρουργείο 3,24068366431,6915
26074817342,X636403,2025-03-03 03:45:46,Αίθουσα Επέμβασης 2,07077598311,21220
30016754852,X668209,2025-10-12 15:15:34,Χειρουργείο 1,06129398379,12609
29030306183,X676979,2025-03-14 16:56:37,Αίθουσα Επέμβασης 2,30068836428,21856
23084840362,X611833,2024-03-08 02:18:03,Αίθουσα Επέμβασης 3,07126830003,27671
31030607303,X702983,2026-11-03 03:38:45,Χειρουργείο 5,10028991768,19620
19104469624,X652981,2024-12-01 23:20:03,Αίθουσα Επέμβασης 2,11029101695,16706
31109921711,X637021,2025-10-31 12:52:57,Αίθουσα Επέμβασης 4,26049275048,16542
22089467371,K516179.4,2024-09-25 02:07:13,Χειρουργείο 1,18038419704,7943
25123978664,X634423,2026-06-02 20:37:21,Χειρουργείο 2,11029101695,29069
12127306323,X711519,2024-09-01 14:02:07,Χειρουργείο 3,22069080015,15143
16049493263,X681619,2024-05-17 05:10:58,Αίθουσα Επέμβασης 2,01048115081,17959
21028039449,X626299,2025-05-16 12:53:50,Χειρουργείο 2,10088406393,12209
08123232761,K514979,2024-10-03 17:34:17,Χειρουργείο 3,10097761798,27000
23116036888,X630183,2025-06-13 10:32:17,Αίθουσα Επέμβασης 3,01026474429,22767
21033706316,X650989,2024-06-20 04:25:39,Χειρουργείο 2,13106968050,18863
03097901191,X715901,2025-07-11 11:53:11,Χειρουργείο 1,31018504386,23650
30038317069,X719247,2025-10-11 23:25:44,Αίθουσα Επέμβασης 3,15068957567,27482
23021233420,X633937.148,2026-06-22 21:33:50,Χειρουργείο 5,28068899789,22762
26010361659,X611829,2025-07-18 00:21:02,Χειρουργείο 2,06088858657,24630
07027112247,K517579.1,2026-02-17 09:13:29,Αίθουσα Επέμβασης 3,04097289185,20062
15090717200,X668435,2025-09-09 23:21:52,Χειρουργείο 1,26109596245,6428
19128024729,X679091,2024-11-13 05:36:55,Αίθουσα Επέμβασης 4,01058889994,16775
18085641326,X603923,2024-09-19 20:12:04,Χειρουργείο 4,06129006779,19774
12035295064,B313605.204,2026-02-07 22:07:06,Αίθουσα Επέμβασης 4,05118656775,8818
29060071705,X625595,2024-08-07 14:43:35,Χειρουργείο 2,29038506566,26105
04080702603,X697603,2025-10-29 13:52:22,Αίθουσα Επέμβασης 5,07128933392,7627
07068711622,ΔΙΑΔΙΚΑΣΙΕΣ ΕΚΚΡΙΜΑΤΩΝ Κ.Λ.Π,2025-02-19 13:03:36,Αίθουσα Επέμβασης 4,20117228047,13825
17043265468,X646579,2025-06-25 06:10:10,Χειρουργείο 4,07079445783,23968
07053875146,X625957,2025-03-13 02:24:21,Χειρουργείο 4,19028204618,18226
25054300506,X673429,2026-10-03 18:32:53,Αίθουσα Επέμβασης 3,01126898842,19733
19125481318,X668181,2025-11-09 16:39:35,Χειρουργείο 5,06056298788,24286
09077447685,X651125,2026-04-16 02:26:54,Χειρουργείο 3,26027420823,26997
22078019963,B313859,2026-10-01 05:15:40,Χειρουργείο 3,10038736913,4078
18040700748,X631107,2024-06-14 07:56:37,Χειρουργείο 1,22029134563,7106
30046240697,X626269,2026-05-02 13:19:34,Χειρουργείο 3,04027352612,25093
25030448459,X633861,2025-11-19 12:24:16,Χειρουργείο 2,10038736913,14464
16053679155,X702059,2026-12-08 04:53:14,Αίθουσα Επέμβασης 5,22029134563,25678
23015459786,B313605.211,2025-04-02 04:06:00,Αίθουσα Επέμβασης 4,20118029005,20411
21106621193,K511181,2024-01-04 00:06:16,Χειρουργείο 2,24119277882,12096
16060844284,X611473,2026-05-14 01:31:25,Χειρουργείο 3,19038209414,10661
20074372277,B313677,2024-09-20 15:54:30,Αίθουσα Επέμβασης 5,16038345197,17340
15014842055,A400893,2026-07-01 12:20:22,Αίθουσα Επέμβασης 5,13087594481,26563
29123899559,K516979.1,2026-07-20 07:51:48,Χειρουργείο 5,28058685920,3995
31056865763,B313707,2024-08-08 10:12:03,Χειρουργείο 2,12057413455,1312
11128851375,X635365,2026-11-25 22:55:45,Αίθουσα Επέμβασης 4,11028804475,4522
28026583692,X667229,2025-01-16 22:33:38,Αίθουσα Επέμβασης 5,07119294567,2780
30064793221,X604067,2025-01-18 13:58:53,Αίθουσα Επέμβασης 3,07077275306,17334
19026172446,X719221,2025-04-20 14:36:27,Αίθουσα Επέμβασης 1,04096470957,12920
23125448924,Β311905.85,2024-01-02 22:05:02,Αίθουσα Επέμβασης 1,26026494790,7954
13090855270,X704347,2025-02-06 16:54:58,Αίθουσα Επέμβασης 3,30128750138,591
04073972727,Β311905.142,2024-12-29 19:04:42,Αίθουσα Επέμβασης 1,20036906148,16012
30044686940,B313605.360,2025-10-04 19:44:26,Χειρουργείο 4,11117481536,28232
24127506229,X632955,2025-06-16 01:29:43,Αίθουσα Επέμβασης 3,18098586120,12780
08098725569,K513621,2025-04-16 06:51:13,Αίθουσα Επέμβασης 2,28068899789,8708
17028304815,X714649,2026-03-08 07:35:02,Χειρουργείο 3,21046521057,11363
25079966790,B315021,2026-03-12 10:51:17,Χειρουργείο 4,06056298788,16141
04107432038,B312767,2025-08-18 12:26:22,Αίθουσα Επέμβασης 5,11117481536,18104
05037145360,B304251,2024-11-04 08:00:37,Αίθουσα Επέμβασης 2,10049377861,24777
22111443772,X608079,2025-09-14 09:56:11,Χειρουργείο 5,06067883458,21867
08036611749,X664775,2026-10-14 01:23:46,Χειρουργείο 4,08097338699,4128
05083855226,B314851,2026-05-26 03:18:19,Αίθουσα Επέμβασης 2,28106015571,13253
14035178431,X656979,2026-07-21 19:27:57,Χειρουργείο 3,05118656775,28980
01066444431,X644941,2025-03-23 05:25:51,Χειρουργείο 2,06056298788,18979
17057728597,B316705.43,2025-01-07 01:57:54,Χειρουργείο 5,06066504974,29420
16120505004,K506425,2025-09-08 10:10:58,Αίθουσα Επέμβασης 2,25086572696,10124
02020121890,X603867,2026-01-30 10:59:00,Χειρουργείο 5,27089112158,20422
16033938839,X703051,2026-03-07 20:58:29,Χειρουργείο 3,07079445783,17934
24087438350,X681403,2026-05-11 03:36:56,Αίθουσα Επέμβασης 1,06067883458,6772
21027049870,K501061,2024-04-14 16:33:23,Χειρουργείο 2,27058235299,26680
05046408092,X635209,2025-07-12 18:52:24,Χειρουργείο 3,20056259580,25947
11035171596,B313347,2024-02-09 22:40:45,Αίθουσα Επέμβασης 5,25108939007,9165
08071296697,B311247,2025-03-08 15:50:08,Αίθουσα Επέμβασης 1,11117481536,3838
06051642072,X695399,2024-10-05 08:06:58,Χειρουργείο 3,02018629858,12800
29098166393,X633937.58,2026-02-17 22:44:44,Αίθουσα Επέμβασης 3,28027843113,780
15120046751,X697983,2026-10-14 16:46:43,Χειρουργείο 2,15039665806,5345
24088693139,B313859,2025-03-09 05:16:44,Χειρουργείο 3,10098802211,502
11074111465,B313605.347,2025-09-09 15:42:42,Χειρουργείο 3,21107446461,20522
20126696654,B313605.126,2025-09-30 20:02:20,Αίθουσα Επέμβασης 5,03116493443,19333
27019426616,B313605.260,2024-11-10 15:32:14,Χειρουργείο 4,29038506566,1424
04067317209,X630857,2024-11-02 04:30:14,Χειρουργείο 4,31056269522,11887
31072328986,X628619,2024-11-26 00:06:23,Αίθουσα Επέμβασης 1,06017832098,18673
12064261771,X633937.3,2024-07-27 06:24:03,Αίθουσα Επέμβασης 1,22056473676,8480
29129239384,X647563,2026-08-30 07:27:54,Αίθουσα Επέμβασης 5,25086572696,12158
25120783887,X633937.68,2024-09-03 13:37:29,Χειρουργείο 4,28068899789,7758
02105758164,B310517,2025-05-12 05:48:35,Χειρουργείο 2,04119239492,4682
20011896367,X711501,2026-08-10 17:03:19,Χειρουργείο 3,16058088797,16728
11078256666,X631957.50,2025-06-25 09:18:10,Αίθουσα Επέμβασης 2,08046234626,24441
05083824852,X669399,2026-11-16 16:47:08,Χειρουργείο 5,15068993499,10885
14116699386,X703175,2026-05-14 11:41:52,Αίθουσα Επέμβασης 2,10116142591,26591
06068959762,X671609,2024-07-06 10:32:37,Χειρουργείο 1,25066070679,25155
01021126511,Χ629957.6,2026-07-07 09:18:37,Αίθουσα Επέμβασης 2,26026494790,3729
19042116541,B312767,2025-12-16 08:58:26,Αίθουσα Επέμβασης 5,31036764120,16595
13030737237,K507427,2025-05-19 10:28:48,Αίθουσα Επέμβασης 5,07119294567,29804
27081210659,X643251,2026-08-28 21:39:12,Αίθουσα Επέμβασης 1,13129208275,23404
04087461230,X631813,2025-08-09 05:52:38,Χειρουργείο 3,25087114134,19956
05011584065,X683957.3,2024-07-14 22:20:56,Χειρουργείο 2,13087594481,4108
28100764591,B307457,2024-01-09 15:26:25,Χειρουργείο 2,02078022955,18384
05067314310,X631957.232,2025-08-11 20:28:04,Αίθουσα Επέμβασης 2,06129398379,21687
06031577676,X680409,2026-09-26 10:14:39,Αίθουσα Επέμβασης 3,13019511418,3551
12070223052,X633937.118,2026-03-02 13:39:27,Αίθουσα Επέμβασης 4,04066241219,22485
19090224888,B316229,2025-12-08 09:33:58,Αίθουσα Επέμβασης 4,19119585662,292
22034719198,X662259,2026-10-05 13:33:19,Χειρουργείο 3,16108629101,12510
29109016944,B308027,2025-07-30 08:45:05,Χειρουργείο 5,10049377861,6082
21081335209,B313861,2026-03-30 01:55:27,Χειρουργείο 4,14027204472,24520
26041037628,X664249,2024-12-21 13:08:12,Αίθουσα Επέμβασης 5,31056169071,17328
09100507347,X686963,2024-06-22 03:01:50,Αίθουσα Επέμβασης 3,28058685920,8959
01052481882,Β311905.46,2026-03-27 00:58:15,Χειρουργείο 3,24068366431,22200
06089244179,X673851,2025-03-17 09:01:29,Αίθουσα Επέμβασης 2,16058088797,12395
09124390618,X634209,2026-03-22 05:28:27,Χειρουργείο 2,06067270098,26738
28124076967,X647957.12,2024-09-16 16:58:05,Αίθουσα Επέμβασης 1,04066241219,9782
18124400510,X631957.77,2026-04-02 20:41:52,Αίθουσα Επέμβασης 5,17059777666,1147
29123337372,B316257,2025-09-26 09:04:31,Χειρουργείο 4,16058088797,16633
