ΑΜΚΑ_ΠΡΟΣΩΠΙΚΟΥ,ΟΝΟΜΑ,ΕΠΩΝΥΜΟ,ΗΛΙΚΙΑ,EMAIL,ΤΗΛΕΦΩΝΟ,ΗΜΕΡΟΜΗΝΙΑ_ΠΡΟΣΛΗΨΗΣ,ΤΥΠΟΣ_ΠΡΟΣΩΠΙΚΟΥ
02066476243,Μελένια,Δουκίδου,61,mdoykidoy@hospital.gr,+306999211072,2024-03-13,Νοσηλευτής
15018563508,Μαλαματένια,Ιωακειμίδου,41,mioakeimidoy@hospital.gr,27160 66 957,2026-11-22,Νοσηλευτής
06028311220,Ερωφίλη,Κακοτρίχη,43,erofili.kakotrichi@hospital.gr,6951 270293,2026-01-02,Νοσηλευτής
10047575259,Αδάμ,Αλεξόπουλος,51,aalexopoylos@hospital.gr,2120846437,2026-10-05,Νοσηλευτής
05029958451,Αρετή,Παπαθωμά,27,areti_papathoma@hospital.gr,210 2429787,2024-01-09,Νοσηλευτής
05018692904,Χρυσόστομος,Σιώρης,40,chrysostomos_sioris@hospital.gr,2200 505020,2024-01-27,Νοσηλευτής
26057814467,Χάιδω,Σαπρίκη,47,chaido_sapriki@hospital.gr,2373093962,2026-08-26,Νοσηλευτής
27017521250,Λαέρτης,Τερζίδης,51,laertis.terzidis@hospital.gr,6948103428,2026-02-09,Νοσηλευτής
12046562974,Κομνηνός,Βιολάτος,61,kviolatos@hospital.gr,+306950206295,2025-03-04,Νοσηλευτής
02060030426,Μελένια,Τσιούπρα,25,melenia.tsioypra@hospital.gr,6987 818088,2026-02-18,Νοσηλευτής
26038052001,Ιουλιανή,Λυρή,46,ilyri@hospital.gr,210 841 7474,2025-06-21,Νοσηλευτής
27068908645,Σπήλιος,Πάντος,36,spantos@hospital.gr,210 048 3928,2024-12-16,Νοσηλευτής
16049606025,Υάκινθος,Καραΐσκος,30,ykaraiskos@hospital.gr,+302670820614,2026-06-14,Νοσηλευτής
26027366001,Αδαμάντιος,Δουράνης,53,adamantios.doyranis@hospital.gr,+30 6945 434477,2026-01-16,Νοσηλευτής
07029554131,Τρύφων,Νασιόπουλος,31,tryfon_nasiopoylos@hospital.gr,+30 6901 780652,2025-11-04,Νοσηλευτής
25119412075,Χρυσούλα,Σιμητοπούλου,31,csimitopoyloy@hospital.gr,2220 672 988,2024-02-27,Νοσηλευτής
08070044736,Ακρίτας,Γκιολδελής,25,agkioldelis@hospital.gr,21180 72 356,2026-11-16,Νοσηλευτής
30038495478,Φερενίκη,Λουμπούτσκου,42,fereniki_loympoytskoy@hospital.gr,210 4401627,2024-04-10,Νοσηλευτής
01119787804,Κοσμάς,Ζηδιανάκης,28,kzidianakis@hospital.gr,2000244040,2026-03-16,Νοσηλευτής
03117820339,Βαρβάρα,Βοσινάκη,47,vvosinaki@hospital.gr,6989959852,2026-09-17,Νοσηλευτής
30079525039,Πελαγία,Φασουλίδου,30,pfasoylidoy@hospital.gr,(+30) 2946 402261,2026-01-08,Νοσηλευτής
29088759148,Σπήλιος,Πισχινάς,38,spilios.pischinas@hospital.gr,6921 089 121,2026-07-20,Νοσηλευτής
31056342606,Γενοβέφα,Ασσαργιωτάκη,62,genovefa.assargiotaki@hospital.gr,+306941038568,2024-03-05,Νοσηλευτής
12086271854,Ζηνοβία,Κατσαντώνη,63,zinovia.katsantoni@hospital.gr,6949 455924,2026-03-04,Νοσηλευτής
16059222404,Μακρίνα,Παππά,34,makrina.pappa@hospital.gr,24300 43 711,2025-11-21,Νοσηλευτής
15078193967,Ευδόξιος,Τυράλης,44,eydoxios.tyralis@hospital.gr,+30 2291 786880,2025-03-30,Νοσηλευτής
13088859415,Σωτήριος,Σπηλιώτης,37,sotirios.spiliotis@hospital.gr,210 412 4192,2024-06-04,Νοσηλευτής
30050072873,Νίκος,Μποζίκης,25,nikos.mpozikis@hospital.gr,+306920592794,2024-02-18,Νοσηλευτής
29106979805,Ροδάνθη,Καραντάνα,56,rkarantana@hospital.gr,(+30) 6975 982551,2024-11-25,Νοσηλευτής
09126344643,Σεβαστιανός,Ματσούκας,62,sevastianos.matsoykas@hospital.gr,6930541180,2024-08-29,Νοσηλευτής
21027177831,Κερασιά,Κατσούλα,55,kerasia.katsoyla@hospital.gr,+306981077395,2024-08-09,Νοσηλευτής
13079080143,Εμμανουήλ,Σπανδωνίδης,35,emmanoyil_spandonidis@hospital.gr,6948245998,2024-09-07,Νοσηλευτής
08066201038,Νεόφυτος,Λαουρδέκης,63,neofytos.laoyrdekis@hospital.gr,21450 59 437,2026-08-31,Νοσηλευτής
31106962635,Καλλιόπη,Καργάκου,56,kalliopi.kargakoy@hospital.gr,2220 818005,2024-03-22,Νοσηλευτής
27046639888,Λύσανδρος,Ασημόπουλος,60,lasimopoylos@hospital.gr,210 6897572,2025-08-15,Νοσηλευτής
23067780241,Φρύνη,Καραγιάννη,48,fkaragianni@hospital.gr,2350398680,2025-10-15,Νοσηλευτής
14067544474,Χρυσαυγή,Ταξίδου,50,chrysaygi.taxidoy@hospital.gr,23250 12 987,2024-09-10,Νοσηλευτής
03049483304,Κάρολος,Βορλόκας,32,karolos_vorlokas@hospital.gr,6990 633 247,2024-01-20,Νοσηλευτής
27036371488,Σπυρίδων,Τσεντούρος,63,spyridon.tsentoyros@hospital.gr,6955 737127,2026-07-13,Νοσηλευτής
26107012918,Ιφιγένεια,Κατσιμάλη,55,ifigeneia.katsimali@hospital.gr,6951270339,2024-02-19,Νοσηλευτής
02048053449,Κηρύκος,Μασόπουλος,46,kmasopoylos@hospital.gr,2120167209,2024-05-13,Νοσηλευτής
26017065899,Σωτηρία,Ζαρζάνη,56,szarzani@hospital.gr,+306903552159,2026-11-24,Νοσηλευτής
02046534568,Καλλίνικη,Καλδή,61,kalliniki.kaldi@hospital.gr,6973 962319,2024-03-29,Νοσηλευτής
26109779226,Ευτύχιος,Μπαλουκίδης,28,eytychios_mpaloykidis@hospital.gr,2368055895,2026-10-30,Νοσηλευτής
21037829406,Βαλάντω,Περουλάκη,48,valanto_peroylaki@hospital.gr,+302113708947,2024-01-17,Νοσηλευτής
17066089196,Αταλάντη,Βλαχοδήμου,65,avlachodimoy@hospital.gr,210 8276673,2024-03-15,Νοσηλευτής
14117333944,Αργυρούλα,Δουκίδου,52,argyroyla.doykidoy@hospital.gr,6904279381,2026-08-27,Νοσηλευτής
22129633534,Βασίλης,Γούσιος,29,vasilis.goysios@hospital.gr,2284057613,2025-12-21,Νοσηλευτής
12126334304,Θεόδωρος,Κυρίτσης,62,theodoros.kyritsis@hospital.gr,2005061671,2026-11-11,Νοσηλευτής
13086961070,Πούλια,Σαμτανίδου,56,psamtanidoy@hospital.gr,2240 259 203,2024-08-01,Νοσηλευτής
27029081490,Διαμαντούλα,Ανεζάκη,36,diamantoyla.anezaki@hospital.gr,2250888792,2025-09-02,Νοσηλευτής
26067992049,Φανουρία,Κουκουβά,46,fkoykoyva@hospital.gr,210 829 7902,2025-03-18,Νοσηλευτής
01019214971,Σιρανούς,Γεννηματάς,34,siranoys.gennimatas@hospital.gr,210 7334477,2024-08-13,Νοσηλευτής
06117490221,Φλώρα,Ζαφείρη,51,fzafeiri@hospital.gr,2147093301,2026-07-31,Νοσηλευτής
01117326244,Μαργαρίτα,Κυρίτση,52,margarita.kyritsi@hospital.gr,2920 209 180,2024-05-12,Νοσηλευτής
22057224885,Δούκισσα,Καχριμανίδη,53,doykissa_kachrimanidi@hospital.gr,22660 16 903,2026-05-03,Νοσηλευτής
03048995864,Θεώνη,Γκάβρου,37,tgkavroy@hospital.gr,+30 2429 030449,2024-08-02,Νοσηλευτής
09089264470,Θεόφραστος,Τσιρώνης,33,theofrastos_tsironis@hospital.gr,(+30) 6961 915863,2026-07-02,Νοσηλευτής
24017343758,Θέμης,Τερζίδης,53,themis_terzidis@hospital.gr,210 3918257,2024-01-16,Νοσηλευτής
11106298473,Ασημούλα,Ανανιάδου,63,aananiadoy@hospital.gr,2980873853,2025-04-30,Νοσηλευτής
02107622397,Ταξιάρχης,Βουτσάς,49,tvoytsas@hospital.gr,28970 06 863,2025-05-18,Νοσηλευτής
22117866739,Χρυσάνθη,Φιλιάγκου,47,chrysanthi.filiagkoy@hospital.gr,+30 2499 279490,2025-08-04,Νοσηλευτής
16086450108,Στέργιος,Φωτογλίδης,61,stergios.fotoglidis@hospital.gr,2260 704478,2025-03-24,Νοσηλευτής
24108900767,Συμεών,Δάρας,36,symeon_daras@hospital.gr,6904 349 825,2025-09-02,Νοσηλευτής
29109686417,Βικέντιος,Παπαφώτης,29,vikentios_papafotis@hospital.gr,+302801314615,2025-06-03,Νοσηλευτής
05127890994,Λουκιανός,Συρρής,47,lsyrris@hospital.gr,2109367706,2024-04-24,Νοσηλευτής
04027088201,Ασημίνα,Κώτσου,56,asimina.kotsoy@hospital.gr,2109998815,2026-09-09,Νοσηλευτής
21039215689,Σωτήρης,Δημητρίου,34,sotiris_dimitrioy@hospital.gr,+30 2714 101504,2026-11-05,Νοσηλευτής
03037926963,Ζηνοβία,Σγουρένα,47,zsgoyrena@hospital.gr,+302958986723,2026-03-08,Νοσηλευτής
01058014536,Αρίσταρχος,Τζιάβας,46,aristarchos_tziavas@hospital.gr,2040570535,2025-04-24,Νοσηλευτής
06086431193,Δικαία,Μακροπούλου,61,dikaia_makropoyloy@hospital.gr,+30 6956 731429,2024-12-29,Νοσηλευτής
03017531168,Σόλων,Δημητρόπουλος,51,sdimitropoylos@hospital.gr,210 486 7540,2025-12-16,Νοσηλευτής
29028813181,Εμμανουέλα,Συνοδινού,38,esynodinoy@hospital.gr,2490358991,2024-10-04,Νοσηλευτής
09119413416,Κονδυλία,Αναστασάκη,31,kondylia_anastasaki@hospital.gr,2670196706,2025-11-22,Νοσηλευτής
17056131879,Χριστιάν,Χιτός,65,christian.chitos@hospital.gr,+30 2468 375802,2026-03-16,Νοσηλευτής
11069443542,Ευγένιος,Ιωσηφίδης,31,eygenios.iosifidis@hospital.gr,+30 6936 262466,2024-02-18,Νοσηλευτής
28099851293,Πολυκράτης,Λεμονής,27,polykratis_lemonis@hospital.gr,6971 863340,2026-07-28,Νοσηλευτής
06057825654,Αμβρόσιος,Σπαθόπουλος,48,aspathopoylos@hospital.gr,6952 509 663,2024-12-15,Νοσηλευτής
11109402742,Ηλιάνα,Γρηγοριάδου,31,igrigoriadoy@hospital.gr,210 6746693,2025-01-18,Νοσηλευτής
17028848865,Ανδρόνικος,Μαντζουράνης,38,andronikos_mantzoyranis@hospital.gr,210 1186872,2026-12-24,Νοσηλευτής
16038151301,Πούλια,Μπίκα,45,pmpika@hospital.gr,6959 192849,2024-09-09,Νοσηλευτής
31059975972,Μιχαήλ,Καραΐσκος,26,mkaraiskos@hospital.gr,2172060227,2025-10-07,Νοσηλευτής
12119430692,Ασημούλα,Μηνά,31,asimoyla_mina@hospital.gr,210 1517248,2026-12-14,Νοσηλευτής
17086280299,Κωνσταντία,Βλαχοδήμου,63,konstantia.vlachodimoy@hospital.gr,2228093740,2024-11-16,Νοσηλευτής
22116220421,Μαρίνος,Δημητρόπουλος,63,marinos_dimitropoylos@hospital.gr,(+30) 6944 940686,2024-02-15,Νοσηλευτής
09127911828,Πραξιτέλης,Σκαρπέτας,46,praxitelis.skarpetas@hospital.gr,210 9647516,2024-09-16,Νοσηλευτής
08027239643,Κηρύκος,Ευκαρπίδης,54,kirykos.eykarpidis@hospital.gr,6929 223 720,2024-08-22,Νοσηλευτής
20120057109,Σελήνη,Τοπαλή,25,selini.topali@hospital.gr,2470 941 715,2025-02-06,Νοσηλευτής
02127612548,Ίρις,Βλαχοδήμου,49,iris.vlachodimoy@hospital.gr,210 166 4447,2026-04-23,Νοσηλευτής
17077991574,Φρύνη,Μαυρίδου,46,fryni.mayridoy@hospital.gr,6936160523,2026-11-25,Νοσηλευτής
15067700652,Όθων,Πουλημένος,48,othon_poylimenos@hospital.gr,(+30) 6952 271872,2025-10-01,Νοσηλευτής
06079476405,Ίκαρος,Καμπερίδης,31,ikamperidis@hospital.gr,2106655420,2026-09-11,Νοσηλευτής
11126055066,Μελένια,Μάρα,65,melenia.mara@hospital.gr,210 122 5238,2025-01-08,Νοσηλευτής
16089904750,Ευμένιος,Μαντζουράνης,26,eymenios_mantzoyranis@hospital.gr,210 8273540,2024-07-03,Νοσηλευτής
12106789983,Βαρσάμος,Κουρσάρης,58,varsamos.koyrsaris@hospital.gr,6957 833342,2024-08-14,Νοσηλευτής
09109908394,Ερμόλαος,Χρυσικός,26,echrysikos1@hospital.gr,+30 6999 089022,2025-07-19,Νοσηλευτής
08129616542,Βλάσιος,Κονδυλίδης,29,vlasios.kondylidis@hospital.gr,+302595411044,2024-07-21,Νοσηλευτής
29017122624,Ιουλία,Κασμιρλή,55,ikasmirli@hospital.gr,210 006 0800,2024-10-19,Νοσηλευτής
23107913462,Σαπφώ,Κιορίδου,46,sapfo.kioridoy@hospital.gr,24260 18 483,2024-09-25,Νοσηλευτής
26077906631,Φρειδερίκη,Κατσαντώνη,46,freideriki.katsantoni@hospital.gr,2180 668981,2025-02-16,Νοσηλευτής
08118493574,Βρασίδας,Μακρυκώστας,41,vmakrykostas@hospital.gr,+30 2933 707885,2024-05-11,Νοσηλευτής
29059459431,Χρυσοβαλάντω,Κορομπόκη,31,chrysovalanto_korompoki@hospital.gr,2570 957 193,2025-12-23,Νοσηλευτής
14046610707,Πολυνίκη,Πορφυριάδου,60,polyniki.porfyriadoy@hospital.gr,2000659797,2024-03-10,Νοσηλευτής
21098434179,Σώζων,Ακριτίδης,41,sozon.akritidis@hospital.gr,210 162 7108,2025-11-14,Νοσηλευτής
24079926715,Κομνηνή,Κουλοχέρη,26,komnini.koylocheri@hospital.gr,+30 2082 819850,2024-01-25,Νοσηλευτής
05088335722,Ευτύχιος,Μελιτσόπουλος,42,eytychios.melitsopoylos@hospital.gr,2010 605744,2024-04-24,Νοσηλευτής
15106199373,Πραξιτέλης,Δουκατζής,64,pdoykatzis@hospital.gr,2120207329,2024-07-06,Νοσηλευτής
31019131751,Αμφιθέα,Αλεξανδράκη,35,amfithea.alexandraki@hospital.gr,210 7135102,2024-09-09,Νοσηλευτής
18088196096,Νεόκλεια,Αναστασίου,44,nanastasioy@hospital.gr,(+30) 6990 344513,2026-10-05,Νοσηλευτής
06057292609,Δήμος,Δουλάμης,54,dimos_doylamis@hospital.gr,+30 2536 022835,2026-03-25,Νοσηλευτής
22068549109,Μερόπη,Τζιόβα,40,meropi_tziova@hospital.gr,2240 749863,2025-10-18,Διοικητικός
24019537327,Χρύσανθος,Ταμιωλάκης,31,chrysanthos_tamiolakis@hospital.gr,2102299440,2026-03-30,Διοικητικός
09037229373,Σωζούσα,Καρακωνσταντινού,54,sozoysa_karakonstantinoy@hospital.gr,+30 6974 713987,2024-09-02,Διοικητικός
14116970498,Αργυρούλα,Μιχελακάκη,56,argyroyla.michelakaki@hospital.gr,2220 791 338,2026-01-14,Διοικητικός
02057856361,Ευμορφία,Χαραλαμπίδου,48,eymorfia.charalampidoy@hospital.gr,210 051 4136,2024-12-10,Διοικητικός
01099739044,Χριστιάνα,Τσουράκη,28,ctsoyraki@hospital.gr,2104830087,2024-12-22,Διοικητικός
05026238460,Ανδρέας,Γιαννούκος,64,andreas_giannoykos@hospital.gr,210 014 6322,2024-08-08,Διοικητικός
03089265417,Πολύμνια,Φιλιάγκου,33,polymnia.filiagkoy@hospital.gr,6924 751 174,2024-10-16,Διοικητικός
24026365196,Στυλιανός,Δερμιτζάκης,63,stylianos.dermitzakis@hospital.gr,+30 6937 666092,2024-06-09,Διοικητικός
19036395052,Φώτιος,Φρογάκης,63,fotios_frogakis@hospital.gr,6973500341,2026-10-15,Διοικητικός
18076329356,Χριστόφιλη,Καραθανάση,62,ckarathanasi@hospital.gr,+30 6952 926883,2025-04-14,Διοικητικός
07010039098,Ασημούλα,Σπηλιάδου,26,asimoyla_spiliadoy@hospital.gr,6998999552,2024-09-23,Διοικητικός
23046979828,Ινώ,Παναγιώτου,57,ino.panagiotoy@hospital.gr,+302200118200,2025-05-29,Διοικητικός
13126695715,Θεόφιλος,Κολοβός,59,theofilos.kolovos@hospital.gr,2790 350 438,2025-01-30,Διοικητικός
02120095990,Όλγα,Πάνου,25,opanoy@hospital.gr,2790630445,2025-01-31,Διοικητικός
19078694844,Θεμιστοκλής,Κατσαμάνης,39,tkatsamanis@hospital.gr,2400 271967,2025-08-26,Διοικητικός
15026765760,Έκτορας,Αλεξόπουλος,59,ektoras.alexopoylos@hospital.gr,6939 935208,2026-11-02,Διοικητικός
20116193875,Λαυρέντιος,Μανουσέλης,64,lmanoyselis@hospital.gr,27780 32 446,2026-08-26,Διοικητικός
16089711199,Ματθαίος,Λεβέντης,28,matthaios.leventis@hospital.gr,+30 2133 469692,2025-05-31,Διοικητικός
27036319627,Παταπία,Κοτρώτσου,63,pkotrotsoy@hospital.gr,(+30) 6965 302187,2026-09-06,Διοικητικός
15078813564,Συμεώνη,Φιλιάγκου,37,sfiliagkoy@hospital.gr,2690 156225,2025-04-17,Διοικητικός
02058322911,Πυθαγόρας,Κυριακίδης,43,pkyriakidis@hospital.gr,2750 110 344,2026-07-22,Διοικητικός
31086146127,Ευγένιος,Σκαρλάτος,64,eygenios.skarlatos@hospital.gr,2456075310,2026-01-12,Διοικητικός
18069980928,Ιγνάτιος,Σταθάτος,26,ignatios.stathatos@hospital.gr,2170523613,2025-10-27,Διοικητικός
15097462184,Οδυσσέας,Δουμάς,51,odysseas.doymas@hospital.gr,(+30) 6964 440772,2026-12-07,Διοικητικός
27127441655,Κοκκώνα,Καζαντζή,51,kkazantzi@hospital.gr,6977 137 507,2026-11-10,Διοικητικός
12096045767,Κονδυλία,Βαμβουκάκη,65,kondylia_vamvoykaki@hospital.gr,2610 832 321,2024-11-28,Διοικητικός
29067492365,Πολύμνια,Ντόβα,51,polymnia_ntova@hospital.gr,2700046644,2024-07-02,Διοικητικός
15128289767,Κώστας,Τσιαντάς,43,kostas_tsiantas@hospital.gr,6906444368,2026-05-23,Διοικητικός
12017831663,Μεθόδιος,Πετρίδης,48,methodios.petridis@hospital.gr,2880 892 302,2025-12-11,Διοικητικός
24118100064,Δαμασκηνή,Στρατογιάννη,44,damaskini_stratogianni@hospital.gr,2670 172008,2025-06-04,Διοικητικός
09116401215,Αθηνοδώρα,Τσουκιά,61,athinodora.tsoykia@hospital.gr,2106720019,2026-10-29,Διοικητικός
28018712927,Γιασεμή,Μασιάλα,39,gmasiala@hospital.gr,6906 347 563,2026-12-04,Διοικητικός
17126815889,Παντελής,Φιλιππάτος,57,pantelis_filippatos@hospital.gr,2440 788 042,2024-08-06,Διοικητικός
23108566165,Βασίλειος,Τυράλης,40,vtyralis@hospital.gr,29370 13 930,2025-04-11,Διοικητικός
30038446143,Αρέθα,Φειζατίδου,42,aretha_feizatidoy@hospital.gr,(+30) 6912 076672,2025-08-04,Διοικητικός
25068715578,Διαμάντω,Τσάκη,38,dtsaki@hospital.gr,210 7535132,2025-01-18,Διοικητικός
18026483619,Ερρίκος,Σαραφίδης,62,errikos.sarafidis@hospital.gr,2280 376788,2024-05-31,Διοικητικός
30038275343,Μαρκέλλα,Τριανταφύλλου,44,markella_triantafylloy@hospital.gr,2600 409848,2025-12-09,Διοικητικός
05107951647,Φανούριος,Τσανδήλας,46,ftsandilas@hospital.gr,6977 525 115,2025-09-11,Διοικητικός
22057255499,Αθηνόδωρος,Μπλανάς,53,athinodoros_mplanas@hospital.gr,210 8507557,2026-05-31,Διοικητικός
31079178446,Ανθή,Χαλαντζούκα,34,achalantzoyka@hospital.gr,2220801741,2026-03-16,Διοικητικός
01077766007,Μαρίνος,Δακαναλής,48,marinos_dakanalis@hospital.gr,+30 2499 242751,2024-12-31,Διοικητικός
09067983298,Συμεώνη,Μιχελή,46,symeoni_micheli@hospital.gr,6981 063 195,2026-08-24,Διοικητικός
06076944552,Φωτεινός,Βλάχος,56,foteinos_vlachos@hospital.gr,+30 2131 135984,2025-01-27,Διοικητικός
02078885574,Λάζαρος,Χέλιος,37,lazaros_chelios@hospital.gr,6979 354838,2025-04-16,Διοικητικός
16038610700,Λήδα,Μαλίμη,40,lida_malimi@hospital.gr,2320024630,2025-03-24,Διοικητικός
13029194367,Φιλιώ,Παπαευαγγέλου,35,fpapaeyaggeloy@hospital.gr,210 6235515,2026-11-08,Διοικητικός
24029044439,Πέτρος,Κώττας,36,petros.kottas@hospital.gr,+30 6945 644679,2025-03-13,Διοικητικός
12059642917,Θεμιστόκλεια,Αντωνάκη,30,themistokleia_antonaki@hospital.gr,2290 624 580,2026-04-17,Διοικητικός
24028237708,Λάσκαρης,Πιτσολής,44,laskaris.pitsolis@hospital.gr,2610101776,2024-03-09,Διοικητικός
22018991557,Νομική,Κυρκούδη,37,nomiki.kyrkoydi@hospital.gr,+30 2386 749545,2026-06-22,Διοικητικός
15087997048,Σαλώμη,Σάουερ,46,salomi.saoyer@hospital.gr,+306967141090,2026-07-13,Διοικητικός
15066419340,Άριστος,Ζορμπάς,61,azormpas@hospital.gr,210 992 5584,2024-01-04,Διοικητικός
17060046345,Ασημούλα,Κοντογεωργάκη,25,asimoyla.kontogeorgaki@hospital.gr,+30 2511 017159,2024-02-23,Διοικητικός
28059567514,Θεανώ,Τσέτου,30,theano.tsetoy@hospital.gr,6914 869 035,2026-11-29,Διοικητικός
17068371314,Παντελής,Αγαλιώτης,42,pantelis_agaliotis@hospital.gr,2535086613,2025-11-11,Διοικητικός
14109194640,Βλάσιος,Καράμπας,34,vkarampas@hospital.gr,2100589341,2024-09-27,Διοικητικός
16077362163,Νεκταρία,Βλάσση,52,nektaria_vlassi@hospital.gr,2590 877 630,2024-12-30,Διοικητικός
23087652129,Φίλιππος,Μαυρικάκης,49,fmayrikakis@hospital.gr,(+30) 6927 010652,2024-04-07,Διοικητικός
03056212030,Πολύκαρπος,Δούνης,64,polykarpos_doynis@hospital.gr,2870 979680,2025-01-06,Διοικητικός
30059598934,Χλόη,Βουλγαρίδου,30,chloi_voylgaridoy@hospital.gr,210 608 3837,2025-09-24,Διοικητικός
25047807193,Αναγνώστης,Γκουτζαμάνης,48,anagnostis_gkoytzamanis@hospital.gr,+30 6955 242911,2024-02-01,Διοικητικός
07049776563,Χριστιάν,Κουρελής,29,ckoyrelis@hospital.gr,2101591362,2024-05-21,Διοικητικός
25047108185,Ελισάβετ,Σαπρίκη,55,esapriki@hospital.gr,2105093308,2025-07-25,Διοικητικός
05127849415,Κώστας,Κατσιγιάννης,47,kkatsigiannis@hospital.gr,2460 277 314,2025-01-28,Διοικητικός
27069498843,Αποστολία,Πίσπα,31,apispa@hospital.gr,(+30) 2074 979710,2025-03-09,Διοικητικός
22017250546,Σταμάτιος,Σιτόπουλος,54,stamatios.sitopoylos@hospital.gr,+306965355246,2025-07-04,Διοικητικός
28048253867,Αλκιβιάδης,Πασσαλίδης,44,alkiviadis_passalidis@hospital.gr,6995 375032,2026-05-26,Διοικητικός
01088554347,Μαριάνθη,Σαρρή,40,marianthi.sarri@hospital.gr,6932827348,2024-02-23,Διοικητικός
24128976469,Κασσάνδρα,Καρυδά,36,kassandra_karyda@hospital.gr,+30 6924 577903,2024-05-28,Διοικητικός
17038578183,Αρχιμήδης,Κυμπάρης,41,archimidis.kymparis@hospital.gr,210 057 1430,2024-05-02,Διοικητικός
22079485601,Κυδωνία,Γκαλίου,31,kydonia.gkalioy@hospital.gr,2762067670,2024-12-13,Διοικητικός
07126011914,Ναταλία,Δημητριάδου,65,natalia.dimitriadoy@hospital.gr,6935707419,2026-04-09,Διοικητικός
20018822884,Μιχαέλα,Ιωακειμίδου,38,michaela_ioakeimidoy@hospital.gr,6921 371109,2025-11-26,Διοικητικός
27038868673,Συμεώνη,Γκόνη,38,sgkoni@hospital.gr,(+30) 6918 057829,2024-01-14,Διοικητικός
20046686404,Θεόδουλος,Φουτσιτζής,60,theodoylos_foytsitzis@hospital.gr,(+30) 2188 296941,2025-08-20,Διοικητικός
29049650848,Νεκταρία,Χαλβατζή,30,nektaria.chalvatzi@hospital.gr,+302546942968,2024-09-19,Διοικητικός
20057853872,Παρέσσα,Νικολουδάκη,47,paressa.nikoloydaki@hospital.gr,6900 235 365,2026-09-12,Διοικητικός
15087050344,Ίων,Κονδυλίδης,55,ion_kondylidis@hospital.gr,2200121468,2026-03-31,Διοικητικός
03126551214,Διογένης,Τριβέλλας,60,dtrivellas@hospital.gr,210 8604897,2025-11-23,Διοικητικός
15089599298,Ελισσαίος,Σάτλας,30,elissaios_satlas@hospital.gr,6947055596,2025-03-01,Διοικητικός
14118084191,Ίων,Καναβός,45,ion.kanavos@hospital.gr,2100122033,2025-09-09,Διοικητικός
16066786461,Κλεάνθης,Βακαλάκης,58,kleanthis_vakalakis@hospital.gr,+30 6927 894719,2026-04-15,Διοικητικός
08117909654,Μελένια,Χριστογιάννη,46,mchristogianni@hospital.gr,2380327630,2024-11-11,Διοικητικός
26039888215,Αθηνόδωρος,Φερεντίνος,28,athinodoros.ferentinos@hospital.gr,(+30) 2469 710559,2025-12-09,Διοικητικός
14109654575,Βλάσιος,Καρακαστανιάς,29,vlasios_karakastanias@hospital.gr,2101394563,2026-01-08,Διοικητικός
04059387205,Ιγνάτιος,Νάστος,33,ignatios.nastos@hospital.gr,6948899709,2025-02-02,Διοικητικός
30129741195,Ευλαμπία,Αντωνάκη,28,eantonaki@hospital.gr,25970 65 085,2026-06-02,Διοικητικός
11017293008,Πραξιτέλης,Ντότης,54,pntotis@hospital.gr,6954 139 522,2025-07-12,Διοικητικός
31059719554,Παρθένα,Σπυριδάκη,28,pspyridaki@hospital.gr,+306961818460,2026-01-11,Διοικητικός
21118287193,Μενέλαος,Πιτσολής,43,menelaos.pitsolis@hospital.gr,6976257505,2025-02-17,Διοικητικός
03018397570,Ιοκάστη,Βαλκάνου,43,iokasti_valkanoy@hospital.gr,210 517 1171,2024-07-17,Διοικητικός
09028368537,Μεταξία,Μαρκαντωνάκη,43,metaxia_markantonaki@hospital.gr,6933599662,2025-01-28,Διοικητικός
04117489700,Θάλεια,Τοσούνη,51,thaleia.tosoyni@hospital.gr,210 4331028,2026-06-11,Διοικητικός
04047958814,Βελισσαρία,Χιωτίδου,47,vchiotidoy@hospital.gr,+306909140805,2026-09-05,Διοικητικός
13026249879,Συμεώνη,Ανανιάδου,64,symeoni.ananiadoy@hospital.gr,6977732488,2026-11-18,Διοικητικός
24048903716,Παντελεήμων,Μαγκούφης,37,panteleimon_magkoyfis@hospital.gr,2960461131,2026-06-30,Διοικητικός
12059647060,Βαλεντίνα,Γιανναρά,30,valentina_giannara@hospital.gr,6962 018 024,2024-09-23,Διοικητικός
05066544429,Φανή,Δρίβα,60,fdriva@hospital.gr,20370 70 093,2025-11-21,Διοικητικός
