ΑΡΙΘΜΟΣ_ΣΥΜΒΟΛΑΙΟΥ,ΟΝΟΜΑ_ΦΟΡΕΑ,ΑΜΚΑ_ΑΣΘΕΝΗ
INS-772852544,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24021248671
INS-517070668,GENERALI,16101100298
INS-636418624,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,29041279321
INS-597865786,GENERALI,19018478447
INS-882293862,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06075367342
INS-363466393,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,27022454607
INS-377760794,NN HELLAS,23128024833
INS-825672547,ΕΟΠΥΥ,03030939886
INS-900971411,GENERALI,03014097195
INS-236683518,EUROLIFE FFH,21105542464
INS-647187458,INTERAMERICAN,04107291138
INS-379134632,EUROLIFE FFH,20028817937
INS-173946046,ΕΟΠΥΥ,21012305677
INS-377357876,EUROLIFE FFH,03053293978
INS-304263330,ΕΟΠΥΥ,22129383634
INS-080010124,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,13014205730
INS-212239766,EUROLIFE FFH,05051214063
INS-503760940,EUROLIFE FFH,25098853251
INS-350262242,INTERAMERICAN,14118806074
INS-238679522,ΕΟΠΥΥ,14084766944
INS-191877649,NN HELLAS,12035718499
INS-471644074,ΕΟΠΥΥ,10117043755
INS-478333460,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09024748955
INS-059931863,NN HELLAS,02059366629
INS-537901604,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04117414618
INS-182955956,EUROLIFE FFH,03103433301
INS-534814692,GENERALI,11057245068
INS-792623598,NN HELLAS,17055403701
INS-429272186,INTERAMERICAN,26015138987
INS-551540144,GENERALI,29055160775
INS-177343258,GENERALI,06042233284
INS-065249655,INTERAMERICAN,25069315265
INS-081876158,EUROLIFE FFH,07116495140
INS-206200352,GENERALI,04093530806
INS-044733648,INTERAMERICAN,30069945855
INS-213021713,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,15030950986
INS-706285681,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,20059861651
INS-586468075,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,02023666975
INS-613246461,ΕΟΠΥΥ,22121589204
INS-627548790,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,28081664367
INS-546853132,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22037975049
INS-029369936,EUROLIFE FFH,23111034058
INS-219449905,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22060480385
INS-160407431,EUROLIFE FFH,28075011401
INS-776785678,INTERAMERICAN,01110540153
INS-379589672,NN HELLAS,30126389011
INS-151889638,GENERALI,12085374540
INS-795553536,GENERALI,12126992517
INS-830450168,GENERALI,10065854526
INS-832702202,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22019754816
INS-224540084,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,02112419741
INS-655806399,INTERAMERICAN,07109150918
INS-099161232,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22099785242
INS-066185116,EUROLIFE FFH,01067374435
INS-937060718,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06093924729
INS-263602656,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20125607488
INS-279778650,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17114246119
INS-833660478,INTERAMERICAN,17077887180
INS-035103725,INTERAMERICAN,04079605164
INS-428900413,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30038638477
INS-606827821,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,10080593245
INS-985883464,EUROLIFE FFH,11104732111
INS-291619353,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24058141988
INS-693527792,NN HELLAS,19043183568
INS-766964208,ΕΟΠΥΥ,14024261703
INS-759240069,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23062034837
INS-499363344,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24074722654
INS-310159633,EUROLIFE FFH,11114466355
INS-370428715,NN HELLAS,26058937043
INS-116330259,GENERALI,15036318857
INS-129756258,INTERAMERICAN,02056780629
INS-532393512,EUROLIFE FFH,17023350177
INS-819267097,NN HELLAS,27075912195
INS-416939148,INTERAMERICAN,05092176008
INS-015405636,NN HELLAS,09020322286
INS-990328078,INTERAMERICAN,11074985375
INS-783679839,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,14126768480
INS-351086517,ΕΟΠΥΥ,03101037127
INS-839637997,NN HELLAS,26025765498
INS-979372988,NN HELLAS,09037377570
INS-432667426,ΕΟΠΥΥ,12062306154
INS-966078210,EUROLIFE FFH,18087529907
INS-615200133,INTERAMERICAN,18050927971
INS-296394837,NN HELLAS,03081103305
INS-240249989,INTERAMERICAN,28043389134
INS-266613074,ΕΟΠΥΥ,31017394998
INS-031555466,EUROLIFE FFH,14013416959
INS-907274532,EUROLIFE FFH,24035132022
INS-003272619,ΕΟΠΥΥ,01036335611
INS-087466109,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14129648189
INS-378983381,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,21065636945
INS-821180483,EUROLIFE FFH,28113435120
INS-025681258,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01091104986
INS-207829216,EUROLIFE FFH,03120089029
INS-029364660,EUROLIFE FFH,19111990812
INS-975032774,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,26034748301
INS-681735848,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,10087122087
INS-110893832,EUROLIFE FFH,07028294646
INS-707195394,NN HELLAS,16064897935
INS-194617555,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09058362717
INS-847675654,NN HELLAS,23109489027
INS-284862972,GENERALI,22098574192
INS-360926498,NN HELLAS,12091884151
INS-233555111,NN HELLAS,04114769769
INS-118688145,ΕΟΠΥΥ,15069211879
INS-278563298,ΕΟΠΥΥ,12103832293
INS-604538667,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,31031637612
INS-028581205,GENERALI,08021151059
INS-645151577,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01118543969
INS-279134889,EUROLIFE FFH,07033493587
INS-509942598,EUROLIFE FFH,28037039800
INS-788447323,GENERALI,21012569459
INS-607994084,ΕΟΠΥΥ,28079791342
INS-662138141,EUROLIFE FFH,01083566963
INS-225454722,EUROLIFE FFH,03081457458
INS-532103672,INTERAMERICAN,28128562625
INS-283056558,INTERAMERICAN,22050355243
INS-809089551,INTERAMERICAN,03034203956
INS-798002026,GENERALI,17038120778
INS-850683999,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,09037705147
INS-488452400,ΕΟΠΥΥ,26116232800
INS-883651763,EUROLIFE FFH,15110397123
INS-931785517,ΕΟΠΥΥ,14066560717
INS-049655060,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22018438520
INS-485583789,EUROLIFE FFH,01023902070
INS-318247740,INTERAMERICAN,02017421250
INS-079285930,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,15023542757
INS-736200643,ΕΟΠΥΥ,22013413641
INS-542140850,GENERALI,13044404046
INS-735357282,EUROLIFE FFH,09113436609
INS-811816598,INTERAMERICAN,16114177647
INS-564534068,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,22065511921
INS-588632411,NN HELLAS,15073068019
INS-244766126,INTERAMERICAN,30129861219
INS-782712793,EUROLIFE FFH,27115436029
INS-497126022,INTERAMERICAN,08040407304
INS-739569215,GENERALI,24055134386
INS-066460968,EUROLIFE FFH,13024047594
INS-693110827,ΕΟΠΥΥ,02034595915
INS-000985309,ΕΟΠΥΥ,09060001638
INS-639896364,NN HELLAS,25080826924
INS-251028946,EUROLIFE FFH,26017226926
INS-615367131,ΕΟΠΥΥ,09075993837
INS-278107252,INTERAMERICAN,20107790271
INS-881558084,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,27099511957
INS-292403154,ΕΟΠΥΥ,25122194080
INS-623855836,EUROLIFE FFH,30104630422
INS-556530323,INTERAMERICAN,29090993236
INS-344462101,GENERALI,09049543810
INS-494234476,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12070223052
INS-837660928,NN HELLAS,01088157394
INS-575036576,GENERALI,14050360633
INS-754002539,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12043704338
INS-832257633,INTERAMERICAN,01075816778
INS-430933668,ΕΟΠΥΥ,13116898226
INS-248459966,ΕΟΠΥΥ,13128273992
INS-013706483,NN HELLAS,24044110266
INS-099148355,EUROLIFE FFH,23112456333
INS-613676282,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,10053202229
INS-197774299,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12121050362
INS-041342415,NN HELLAS,26065558090
INS-344797258,NN HELLAS,20047418817
INS-823820332,EUROLIFE FFH,31030068979
INS-088016595,NN HELLAS,25043139432
INS-647898116,NN HELLAS,05074442672
INS-172339474,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17035045659
INS-256800621,NN HELLAS,11078130077
INS-596423273,GENERALI,21088705924
INS-358365522,EUROLIFE FFH,21057279928
INS-255429752,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04036380068
INS-026167588,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,14123142741
INS-410189694,INTERAMERICAN,06025307999
INS-390005474,NN HELLAS,13077534260
INS-735497919,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11126456409
INS-896239356,NN HELLAS,31077844975
INS-328729314,EUROLIFE FFH,03074643967
INS-213607077,NN HELLAS,04049945509
INS-148917541,INTERAMERICAN,14028197977
INS-972434271,NN HELLAS,05022006562
INS-574594921,ΕΟΠΥΥ,12078890163
INS-764834968,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05057157667
INS-535809531,INTERAMERICAN,25086430870
INS-866435641,ΕΟΠΥΥ,29038117452
INS-603185037,GENERALI,17088513405
INS-644550280,EUROLIFE FFH,09048799540
INS-139026167,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,19076519588
INS-607653596,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07119505893
INS-018112568,GENERALI,28124076967
INS-434071066,INTERAMERICAN,08027798216
INS-196009352,EUROLIFE FFH,28120292581
INS-314948068,ΕΟΠΥΥ,19087812281
INS-908708181,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28073656500
INS-674321338,INTERAMERICAN,20023624347
INS-331330879,GENERALI,08128447590
INS-880529427,EUROLIFE FFH,06081771296
INS-323968835,NN HELLAS,06037764095
INS-192610385,NN HELLAS,30058267360
INS-156359649,EUROLIFE FFH,29091649384
INS-034249322,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,25076139741
INS-536643199,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,27027147906
INS-144345654,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01113291653
INS-432813207,EUROLIFE FFH,21099174082
INS-366993135,GENERALI,26014439909
INS-223857186,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,07087364680
INS-487937707,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12078118837
INS-660385387,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07033380031
INS-227999862,NN HELLAS,23099115621
INS-604990014,GENERALI,23129121157
INS-311932050,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,20075349904
INS-750250405,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,13116109187
INS-254761920,EUROLIFE FFH,19027271571
INS-295777838,ΕΟΠΥΥ,07077621291
INS-154603324,INTERAMERICAN,16045186131
INS-576561528,NN HELLAS,28075731034
INS-682168115,ΕΟΠΥΥ,23065737896
INS-423888196,INTERAMERICAN,23071423245
INS-720388151,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,13026957829
INS-012501425,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01103062862
INS-247170829,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16081620231
INS-088085407,NN HELLAS,29033884664
INS-782834421,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08031782587
INS-412766471,EUROLIFE FFH,13034129740
INS-279482496,ΕΟΠΥΥ,30032502328
INS-156196524,NN HELLAS,06109630718
INS-202218579,NN HELLAS,07040336049
INS-343803717,ΕΟΠΥΥ,23059616979
INS-562246145,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,03039461622
INS-061405560,ΕΟΠΥΥ,04084908667
INS-483088384,ΕΟΠΥΥ,13019812063
INS-996176785,ΕΟΠΥΥ,29094790170
INS-196023583,INTERAMERICAN,10057696538
INS-685694717,ΕΟΠΥΥ,12044571806
INS-334478304,EUROLIFE FFH,06074929166
INS-314397096,INTERAMERICAN,14049475846
INS-800757278,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30034535365
INS-485829248,ΕΟΠΥΥ,04017547079
INS-335543097,EUROLIFE FFH,12098621189
INS-452058016,EUROLIFE FFH,20056688199
INS-613017085,INTERAMERICAN,03027942934
INS-035738409,EUROLIFE FFH,08033522063
INS-423470557,EUROLIFE FFH,25120088071
INS-281190942,INTERAMERICAN,24129198260
INS-167649419,NN HELLAS,27067649280
INS-331723178,INTERAMERICAN,05116151314
INS-334948564,EUROLIFE FFH,30017831642
INS-288996447,ΕΟΠΥΥ,27058255174
INS-041940109,EUROLIFE FFH,01068303814
INS-690355382,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,23105759483
INS-399943440,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,05033496608
INS-905574163,GENERALI,04096520069
INS-671391647,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11038653536
INS-052828280,NN HELLAS,16032102713
INS-456200807,ΕΟΠΥΥ,02075851273
INS-218152704,EUROLIFE FFH,15105975745
INS-058298963,GENERALI,25069098839
INS-157427340,NN HELLAS,29062087480
INS-311148894,NN HELLAS,05050123254
INS-383680313,GENERALI,19026474331
INS-556075814,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04108061506
INS-019279557,GENERALI,26074817342
INS-852321027,GENERALI,28097434462
INS-891036648,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01039294377
INS-719179330,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17038929805
INS-830966575,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,08099945453
INS-630836153,INTERAMERICAN,22025913535
INS-866870576,EUROLIFE FFH,17084186575
INS-360440436,ΕΟΠΥΥ,27099543476
INS-733523723,EUROLIFE FFH,22042569609
INS-288472147,ΕΟΠΥΥ,10096647945
INS-756210101,ΕΟΠΥΥ,18079208817
INS-969452794,INTERAMERICAN,14123277571
INS-345045485,EUROLIFE FFH,07060546435
INS-165367847,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,11123783427
INS-147125027,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,29125415378
INS-799114584,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,20117756208
INS-132122812,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,08116612561
INS-582625390,EUROLIFE FFH,14119497072
INS-655362899,INTERAMERICAN,18022386494
INS-801972877,NN HELLAS,09086219790
INS-552165413,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03012382882
INS-394942393,GENERALI,27077094770
INS-954860443,ΕΟΠΥΥ,06104887778
INS-148463646,NN HELLAS,11029990503
INS-609277211,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,12104472087
INS-998811143,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12114411469
INS-341559375,EUROLIFE FFH,25016105746
INS-759350942,ΕΟΠΥΥ,04069060506
INS-990677649,INTERAMERICAN,22079899220
INS-036220180,INTERAMERICAN,28068314119
INS-119701583,ΕΟΠΥΥ,17028683305
INS-271895957,ΕΟΠΥΥ,15023421549
INS-393487684,NN HELLAS,09129873259
INS-127348271,GENERALI,12070260056
INS-952083747,NN HELLAS,07062159618
INS-612699957,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01010244710
INS-283488601,INTERAMERICAN,03066481584
INS-822267093,EUROLIFE FFH,22095195987
INS-805917083,EUROLIFE FFH,19098908363
INS-347943110,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17083456116
INS-272875321,EUROLIFE FFH,21081334282
INS-474173682,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30073023031
INS-174147278,INTERAMERICAN,24102360889
INS-814721033,NN HELLAS,23074758308
INS-595012348,NN HELLAS,09041284480
INS-640594404,EUROLIFE FFH,28085235662
INS-761395983,ΕΟΠΥΥ,10027617375
INS-318089247,GENERALI,02081979471
INS-775146398,ΕΟΠΥΥ,26024113891
INS-408575297,GENERALI,17021050867
INS-332278765,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16026926459
INS-268484019,INTERAMERICAN,03073233934
INS-460828621,INTERAMERICAN,01054042233
INS-435888682,EUROLIFE FFH,22071935925
INS-668401107,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05046338055
INS-065358110,INTERAMERICAN,01011799785
INS-743970421,EUROLIFE FFH,05083446177
INS-158818842,INTERAMERICAN,03019586162
INS-157529978,GENERALI,10039573508
INS-634907147,NN HELLAS,09103717746
INS-625611830,INTERAMERICAN,17035734909
INS-780739060,GENERALI,05051188520
INS-978951416,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,10113771074
INS-549106759,NN HELLAS,19028451426
INS-973950147,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04073344484
INS-468174826,GENERALI,19039764724
INS-055686222,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,08057761862
INS-361379574,INTERAMERICAN,07125251292
INS-029360379,EUROLIFE FFH,15029058331
INS-318754320,GENERALI,05010263317
INS-846806802,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,02085166899
INS-950748418,NN HELLAS,25127706612
INS-936484388,NN HELLAS,17111983835
INS-319787991,NN HELLAS,09129056077
INS-586920931,GENERALI,06051410773
INS-289495362,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22128233004
INS-434471774,GENERALI,13128535803
INS-454502161,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,15012146053
INS-765639787,INTERAMERICAN,14026276145
INS-161225336,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,01075028882
INS-332094044,NN HELLAS,28107260440
INS-338086710,EUROLIFE FFH,15049326155
INS-431807887,EUROLIFE FFH,20102321483
INS-599765784,EUROLIFE FFH,01093187065
INS-355133313,NN HELLAS,03064444488
INS-221647873,INTERAMERICAN,01120949627
INS-551711259,EUROLIFE FFH,05031225121
INS-657793474,GENERALI,05103603680
INS-598685067,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,12084054068
INS-912165399,GENERALI,06054100114
INS-369974884,NN HELLAS,11014591720
INS-547772172,NN HELLAS,30016789062
INS-237378858,EUROLIFE FFH,05015175693
INS-037814861,GENERALI,02073521068
INS-487911435,ΕΟΠΥΥ,25083289041
INS-026189543,NN HELLAS,26056471281
INS-709638443,GENERALI,01113485243
INS-242185747,INTERAMERICAN,12064261771
INS-519117965,EUROLIFE FFH,04019920431
INS-093405951,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22064500016
INS-459524488,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,27015628400
INS-828466116,NN HELLAS,23046991871
INS-231355000,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,06095496192
INS-606868496,EUROLIFE FFH,02029369478
INS-303707664,INTERAMERICAN,02065502700
INS-268286199,ΕΟΠΥΥ,09088342459
INS-177930597,NN HELLAS,13096512134
INS-237511076,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,28120213754
INS-994829938,INTERAMERICAN,22052098672
INS-350931624,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,11087317274
INS-965283930,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,29035248696
INS-822986030,INTERAMERICAN,05031930224
INS-883959910,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,07059878651
INS-043825274,GENERALI,02059979306
INS-242788875,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,25126379123
INS-793739060,GENERALI,26055982966
INS-424180452,GENERALI,03020419392
INS-693993333,GENERALI,30094849860
INS-706688899,NN HELLAS,11035171596
INS-773203822,GENERALI,03075945814
INS-448853557,INTERAMERICAN,03044602200
INS-202694920,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,19023953665
INS-441270465,INTERAMERICAN,16068217596
INS-020806134,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,19123489491
INS-746162419,INTERAMERICAN,04074339186
INS-872694698,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,24086740644
INS-734490127,GENERALI,30063353204
INS-298989055,EUROLIFE FFH,22071079140
INS-609459466,NN HELLAS,08055792132
INS-308796336,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,22028891123
INS-982641657,ΕΟΠΥΥ,27089486390
INS-114343630,NN HELLAS,18087188470
INS-650223242,GENERALI,10082073428
INS-090193663,ΕΟΠΥΥ,20024336640
INS-157782895,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,04054867717
INS-246906552,INTERAMERICAN,12024501471
INS-148455784,EUROLIFE FFH,22083357200
INS-711026183,EUROLIFE FFH,14099678093
INS-312014252,ΕΟΠΥΥ,21090993758
INS-216586755,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03086071804
INS-569765411,ΕΟΠΥΥ,05128081968
INS-971167545,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,29046796767
INS-695856509,ΕΟΠΥΥ,16094683837
INS-688363990,ΕΟΠΥΥ,15081393418
INS-597168996,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,06025249007
INS-006306961,ΕΟΠΥΥ,16105578152
INS-604722136,EUROLIFE FFH,05105783845
INS-786693305,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05100516259
INS-505304622,EUROLIFE FFH,14104279344
INS-046839555,EUROLIFE FFH,21033153060
INS-961546908,GENERALI,05063577416
INS-323839795,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,17098130405
INS-659597034,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,25056290181
INS-838095563,ΕΟΠΥΥ,07016533030
INS-350846283,INTERAMERICAN,22047692272
INS-726006716,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,09129802428
INS-946265143,ΕΟΠΥΥ,01049165814
INS-117595597,INTERAMERICAN,20067846910
INS-772950704,ΕΟΠΥΥ,18117708129
INS-351766752,INTERAMERICAN,11089710016
INS-830621341,NN HELLAS,09114512387
INS-425741170,GENERALI,29069627379
INS-937263885,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,15080277399
INS-940864170,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,15110752781
INS-952031321,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,25052433661
INS-945137048,INTERAMERICAN,22017960564
INS-356061520,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,17055765873
INS-522037254,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01113253960
INS-517069897,GENERALI,17050770598
INS-314074237,ΕΟΠΥΥ,15090011957
INS-606987747,GENERALI,14053854633
INS-952120986,EUROLIFE FFH,12060322249
INS-298329564,NN HELLAS,28074018004
INS-690983127,NN HELLAS,07079974462
INS-354021325,EUROLIFE FFH,04116037910
INS-870426849,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16116131301
INS-004795016,INTERAMERICAN,26025510113
INS-553093745,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,01061509889
INS-102545595,NN HELLAS,17021725956
INS-763435755,ΕΟΠΥΥ,12050341035
INS-334714903,INTERAMERICAN,07088403263
INS-581542608,INTERAMERICAN,16041028501
INS-758133470,EUROLIFE FFH,08109495921
INS-583947237,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,26029014749
INS-486816098,NN HELLAS,19113123486
INS-831998176,EUROLIFE FFH,20026198473
INS-151648239,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,03089562870
INS-043609652,NN HELLAS,19065127491
INS-865112653,INTERAMERICAN,14061473053
INS-241414367,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,14127656591
INS-447624834,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,31039806421
INS-058407657,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,05030172628
INS-526123918,INTERAMERICAN,22111043919
INS-128089459,NN HELLAS,28108732212
INS-998947505,INTERAMERICAN,04114248613
INS-333758708,NN HELLAS,05071834213
INS-919479413,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,16014132225
INS-255111211,INTERAMERICAN,23101528177
INS-151829531,INTERAMERICAN,13126488221
INS-535769271,GENERALI,10055184978
INS-280318623,INTERAMERICAN,18125878482
INS-073383235,ΕΟΠΥΥ,28020280948
INS-168199301,NN HELLAS,22114230594
INS-256250641,ΕΟΠΥΥ,13083647357
INS-056466361,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,10061182156
INS-355819966,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,04106233557
INS-379369502,INTERAMERICAN,12017627981
INS-044146713,NN HELLAS,12117119364
INS-702395657,ΕΟΠΥΥ,02064657380
INS-110123519,EUROLIFE FFH,05108119603
INS-067647981,ΕΟΠΥΥ,29089274129
INS-795035582,ΕΟΠΥΥ,30094416896
INS-147500955,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,30126718367
INS-326740060,ΕΘΝΙΚΗ ΑΣΦΑΛΙΣΤΙΚΗ,20101452843
INS-784070250,INTERAMERICAN,22119618952
INS-399980671,ΕΟΠΥΥ,12013400422
INS-475967278,GENERALI,29084363925
INS-941221054,INTERAMERICAN,04107523108
INS-888268627,GENERALI,16027037535
INS-171536142,GENERALI,13071896565
INS-792013463,INTERAMERICAN,20038543100
INS-624322383,NN HELLAS,03105881676
INS-275665586,ΕΟΠΥΥ,23101215219
INS-460689454,ΕΥΡΩΠΑΪΚΗ ΠΙΣΤΗ,31072328986
INS-742479858,ΕΟΠΥΥ,27079351823
