ΑΜΚΑ_ΑΤΟΜΟΥ,ΑΜΚΑ_ΑΣΘΕΝΗ,ΟΝΟΜΑ,ΕΠΩΝΥΜΟ,ΔΙΕΥΘΥΝΣΗ,ΤΗΛΕΦΩΝΟ,ΒΑΘΜΟΣ_ΣΥΓΓΕΝΕΙΑΣ
04129361137,07015561097,Σταμάτιος,Μπραζιώτης,"Καλλιφύτου 71-63,, ΤΚ 13074 Λάρισα",2710 412 098,Τέκνο
23096714296,01020149304,Καλλιρόη,Γεωργακόπουλος,"Μεσαριάς Άνδρου 817,, 87073 Δράμα",2109439040,Σύζυγος
01016804212,05073050906,Σεβαστιανή,Μαγκανάρη,"Ταρσινών 6,, 20608 Φλώρινα",(+30) 2062 852320,Αδελφός/ή
10030501475,20124170611,Ηρόδοτος,Κελαϊδώνης,"Καρκανάκη 0,, ΤΚ 415 69 Αθήνα",2105317071,Γονέας
18075656254,22037893805,Ρήγας,Μαντά,"Μορφοβουνίου 0,, 55321 Χαλκίδα",(+30) 2177 537239,Γονέας
19020128812,01035688007,Πανωραία,Σμπρίνης,"Αμουρίου 058-241,, ΤΚ 24774 Καστοριά",210 294 9485,Αδελφός/ή
22020525771,30068647828,Λευκοθέα,Ραγκούσης,"Αγίου Βησσαρίου 08,, ΤΚ 94157 Κομοτηνή",+302693488699,Σύζυγος
30066674982,14026368283,Ιοκάστη,Μασίκα,"Μανιακίου 7,, ΤΚ 01606 Πύργος",+30 2792 525084,Αδελφός/ή
26107336772,12037215897,Λεμονιά,Χαμαλίδου,"Λεωφ. Βικίου 59-78,, 13789 Πάτρα",+30 6911 328507,Σύζυγος
14129117112,10040452315,Μένανδρος,Γεωργακόπουλος,"Λεωφ. Θαυμακού 662,, 069 86 Έδεσσα",+302711800601,Γονέας
09040545180,21092031852,Πασχάλης,Μπακλάβας,"Τουλάκη 62-16,, ΤΚ 956 59 Σέρρες",2104996202,Τέκνο
08127935913,20025493873,Δαμιανή,Θηβαίος,"Ζαφείρη 9,, 251 29 Δράμα",6967 441959,Τέκνο
22077065345,13051655803,Οδυσσέας,Λαζαρίδης,"Παναρίτη 666-757,, ΤΚ 66420 Λάρισα",210 6827776,Αδελφός/ή
11028900705,17032051723,Κόσμια,Πάγκαλος,"Γιατράκου 453,, 76011 Λευκάδα",+30 2106 391869,Γονέας
23069525874,29038228927,Κυριακή,Κοντάκος,"Στιμάγκας 2,, ΤΚ 50929 Πύργος",20260 12 247,Σύζυγος
01117515996,14059033938,Χριστοδούλα,Μπαφίτη,"Λεωφόρος Δυτικής Φραγκίστας 850-106,, 44516 Φλώρινα",2109836443,Τέκνο
14070488607,04032022005,Νίκη,Παπαροϊδάμης,"Μυρίνης 4,, 32060 Λιβαδιά",210 2211093,Αδελφός/ή
30038439369,27106664084,Ροδάνθη,Σπυριδάκη,"Κουνάβων 69,, 05352 Πρέβεζα",23380 16 336,Τέκνο
03059288579,28094492620,Χαρίτος,Ζηματίκας,"Πυργακίου 89,, 663 82 Πολύγυρος",+30 6942 129212,Γονέας
30097691955,21126103003,Ξανθίππη,Γεντίμης,"Κονταριωτίσσης 90,, 14060 Δράμα",+30 6947 881003,Γονέας
03078852640,09068072413,Βενέτιος,Δόσης,"Πάροδος Μαυρίλου 0,, ΤΚ 36336 Δράμα",210 1978744,Τέκνο
06125104151,28105398557,Λεωνιδιά,Αναστασόπουλος,"Πάροδος Ραπτοπούλου 31-92,, 23504 Ξάνθη",2550827054,Γονέας
26127873806,30088539473,Θαλασσινή,Βλαχοδήμου,"Τρεντσίου 63,, 766 25 Φλώρινα",+30 6913 172715,Αδελφός/ή
13038033784,12086897916,Ισμήνη,Λέκκα,"Λεωφ. Χαράσου 74,, 998 36 Κιλκίς",2602074534,Σύζυγος
03129841379,06032309388,Λαζαρία,Μάρρας,"Δαμασίου 92,, ΤΚ 45286 Κατερίνη",2100088880,Γονέας
09077337334,09055160852,Ελευθερία,Τζιώτζης,"Αστροχωρίου 63,, 355 91 Καστοριά",2580580958,Σύζυγος
23085107390,29098911113,Πολυχρονία,Παπαγεωργίου,"Θεσπιών 48,, ΤΚ 942 53 Φλώρινα",(+30) 6960 687624,Σύζυγος
17077914127,27057545920,Κυπαρισσία,Κακοσαίος,"Περιβολίου 05,, 825 05 Αλεξανδρούπολη",2104090162,Σύζυγος
10044691329,20092381940,Φραντζέσκα,Σπάλας,"Λεωφόρος Αγνάντων 1,, 579 01 Φλώρινα",+302494901105,Αδελφός/ή
26046797014,06084801187,Γαλάτεια,Τσαμασλίδης,"Γαρεφείου 88-45,, 26123 Λιβαδιά",+306952369934,Τέκνο
13087412808,25046020908,Παντελία,Γκικόπουλος,"Μηλέας 18,, 00721 Πύργος",2287074318,Γονέας
19110514871,05119574324,Ελισσαίος,Πίππας,"Βουζίου 657-258,, 035 33 Κόρινθος",2515007548,Τέκνο
15026121792,17080597575,Πολυχρόνιος,Οικονόμου,"Λεωφόρος Επινιανών 782,, 610 47 Ναύπλιο",2980 399970,Αδελφός/ή
07069806836,15017495394,Κυπαρισσία,Σταμούλη,"Λουτουφίου 33-51,, ΤΚ 283 67 Ερμούπολη",23910 57 094,Γονέας
07049753736,30043598083,Βαλεντίνα,Κερασοβίτης,"Μαράθου 5,, 69276 Έδεσσα",2108224032,Αδελφός/ή
23099678645,02047039560,Αναξαγόρας,Αγγελίδης,"Λαρύμνης 7,, 63094 Βόλος",6937 674 722,Γονέας
20076466247,01096110874,Ασημίνα,Κεχαγιάς,"Χριστιανουπόλεως 03,, 620 59 Αλεξανδρούπολη",2100203350,Αδελφός/ή
28057625206,26089805463,Φιλαρέτη,Μακαριάδης,"Αλώνων 9,, ΤΚ 454 61 Καλαμάτα",6961366028,Αδελφός/ή
11070402722,30061204026,Λαοκράτης,Αλυσανδράτου,"Μάλεμε 406,, ΤΚ 67725 Πάτρα",(+30) 2855 062028,Σύζυγος
19066710256,07061663771,Κλημεντίνη,Ρωμαίου,"Πάρ. Σκορτσινού 25,, 20984 Κομοτηνή",6986 232 791,Σύζυγος
04110527403,04049658208,Αφέντρα,Πανοπούλου,"Αιγίου 847,, ΤΚ 346 93 Κοζάνη",+30 6909 199971,Τέκνο
07106812178,04076586681,Ιάκωβος,Κωστούλας,"Λαμπιωτών 53,, ΤΚ 002 21 Τρίπολη",210 313 8575,Γονέας
03095417692,25116917790,Αστέρω,Μαγκανάρη,"Πάροδος Βραγκιανών 61-59,, 58678 Αργοστόλι",+30 6978 063451,Σύζυγος
24116788868,26057946752,Ερατώ,Ενωτιάδη,"Σφακοπηγαδίου 33-64,, ΤΚ 11199 Αγ. Νικόλαος",2280 296 091,Γονέας
19067182364,16059409853,Ζησούλα,Δινεζάκης,"Βούλπης 23-24,, 25413 Μυτιλήνη",210 1323180,Σύζυγος
04035246398,12037896545,Δαμασκηνή,Ξηροδήμα,"Σιούτα 05,, 409 36 Κομοτηνή",2109269907,Αδελφός/ή
24124845650,21110233401,Θεοδοσία,Καρακάξης,"Αβραμυλιάς 966-531,, 39486 Φλώρινα",210 642 6746,Γονέας
20116414637,16029863280,Βενέτιος,Ζεγλίνα,"Αηδονοχωρίου 55,, 49222 Δράμα",210 768 1559,Γονέας
28109293472,17070998930,Νεκταρία,Πατσουρέα,"Πάρ. Παρακαλάμου 57,, 46147 Αργοστόλι",+30 6926 122343,Σύζυγος
12040672244,14080130957,Μελένια,Ιατρόπουλος,"Ζελίου 888-522,, 437 12 Καρδίτσα",2300 749608,Αδελφός/ή
09089919879,05074944332,Πούλια,Ρόκκα,"Παλαιού Ελευθεροχωρίου 858,, 05001 Σπάρτη",(+30) 6986 616750,Γονέας
28060370407,02015680043,Αλκιβιάδης,Αθανασόπουλος,"Νεοκαισαρείας 7,, 528 77 Ηγουμενίτσα",2794005600,Γονέας
19116707237,13111110527,Μίνωας,Γιατράκου,"Κεραμείας 705-391,, ΤΚ 649 07 Μεσολόγγι",+302211647461,Σύζυγος
08027524248,05093698928,Ιωνάς,Νάντσου,"Παπανδρικοπούλου 57,, ΤΚ 38135 Κατερίνη",6949644428,Τέκνο
07114601793,09063491478,Αγάπιος,Ζεγλίνα,"Περδικονερίου 3,, 775 13 Πάτρα",(+30) 2558 063941,Αδελφός/ή
12105076483,24119197972,Ευμένιος,Βερβερίδου,"Πρωτοκκλησίου 768,, 14291 Πάτρα",2790476385,Γονέας
24118242050,27067508144,Ιερώνυμος,Ορφανιώτης,"Αρδανίου 8,, 563 62 Καστοριά",2102763406,Γονέας
11126353356,25068181390,Αικατερίνη,Τσιάκος,"Κερασιάς 58,, 11424 Ηράκλειο",6906799251,Τέκνο
23126693592,03046633755,Ναταλίνα,Νατσουλή,"Μέλανι 05-17,, ΤΚ 353 04 Καρδίτσα",+302220905494,Τέκνο
03010040698,11058811249,Γιαννούλα,Φασουλίδου,"Συνοδινού 38,, 56059 Χαλκίδα",6966 408535,Σύζυγος
09035006599,02017041792,Ευρύκλεια,Κατσαμάνης,"Κοκκορά 1,, 799 98 Θεσσαλονίκη",2370 455 654,Τέκνο
17025950911,04106789231,Ασημής,Παλιούρα,"Κερκυραίων 893,, 63336 Μυτιλήνη",6929563801,Σύζυγος
28030239578,07062370353,Λουκάς,Γρηγοριάδου,"Λεωφ. Νικήσιανης 6,, 91731 Φλώρινα",2494072928,Γονέας
31109404912,26073179005,Ιορδάνης,Χαλαντζούκα,"Ζενίων 02-69,, ΤΚ 711 16 Καβάλα",6975 840 564,Αδελφός/ή
28105134428,13128115965,Αιμιλιανός,Μαρκαντωνάκη,"Παπακώστα 637-493,, 04441 Λαμία",+30 6970 138473,Γονέας
07105776441,08120368443,Αρχέλαος,Παργανάς,"Μυχού 22-87,, ΤΚ 679 95 Τρίπολη",25210 92 451,Σύζυγος
03129580535,14054752041,Ρεβέκα,Γούλα,"Νάσσου 914,, 40997 Δράμα",6973 633 150,Σύζυγος
03057856190,24061643134,Κασσάνδρα,Τάχας,"Τσαμαντά 348,, ΤΚ 22671 Κοζάνη",210 8289237,Σύζυγος
15014743494,16013799289,Δημοσθένης,Μάργαρης,"Δημητρητσίου 34,, 875 06 Καρδίτσα",2550 390306,Τέκνο
24126492761,26018056564,Μαγδαληνή,Κωνσταντοπούλου,"Πλ. Ζάκρου 7,, ΤΚ 12958 Ζάκυνθος",2720313619,Σύζυγος
04085276299,27020010104,Ροδαμάνθη,Κυριακούλη,"Λεωφ. Πολυθέας 168-579,, 10762 Ηγουμενίτσα",+30 2945 735303,Σύζυγος
24106647940,27037652734,Γκίκας,Ρόγαρης,"Αμπελακίων 6,, 308 35 Ξάνθη",(+30) 2354 868560,Γονέας
08087765634,15061469297,Δικαία,Δημοπούλου,"Λαχανιάς 9,, 25842 Μεσολόγγι",210 505 2226,Γονέας
11089931172,18126047146,Σεμίνα,Πολατίδου,"Πάρ. Χωρίου 50,, 594 82 Γρεβενά",+306930079792,Σύζυγος
12060507550,05113732348,Παυλίνα,Τσάκη,"Λεωφ. Αγγελοκάστρου 87-75,, ΤΚ 95989 Πρέβεζα",2400234573,Αδελφός/ή
18059309951,01040714569,Αθηνά,Γκόβα,"Βελονάδων 724-799,, 805 70 Ρέθυμνο",210 5661129,Γονέας
04040189884,04015125514,Φώτιος,Γκιτσάκης,"Ασωπίας 073-191,, 11003 Χαλκίδα",+30 2658 019400,Τέκνο
29107917123,05113177271,Ακρίτας,Στοφοριάδης,"Ναυπακτίας 72,, 308 85 Πολύγυρος",+302339479365,Αδελφός/ή
14056742000,14101484617,Δανιήλ,Γεωργή,"Ζαρζάνη 43,, 20180 Λευκάδα",+302541645344,Σύζυγος
27118147624,04098731377,Μεθόδιος,Παναγιωτακοπούλου,"Λακκοπέτρας 332,, ΤΚ 63665 Καστοριά",(+30) 6963 262598,Σύζυγος
27047244619,18014580238,Νικόλαος,Γαλανάκη,"Αλιάρτου 832-471,, ΤΚ 97179 Κόρινθος",(+30) 6919 311323,Σύζυγος
29067848323,05081302637,Δήμος,Γιώτης,"Ασωπίας 0,, 66228 Σέρρες",2620 880054,Γονέας
10076911951,13026131017,Νεόκλεια,Καραογλάνη,"Παλαμπουγιούκη 466,, 56050 Μεσολόγγι",2390063577,Γονέας
20076853271,13037073783,Διογένης,Τασιούλας,"Κουθούρη 7,, 63936 Ιωάννινα",210 900 2178,Τέκνο
22127301891,04085943909,Ισίδωρος,Σάτλας,"Δημητρίου 78-45,, ΤΚ 98870 Μεσολόγγι",6958088333,Γονέας
29060454603,16111236879,Ιωσηφίνα,Αθανασιάδου,"Κετεσίδου 91,, ΤΚ 19731 Ηγουμενίτσα",+30 2591 422765,Σύζυγος
26069139267,18065357888,Φαίδων,Πουλίδα,"Μεριάς 059-634,, 57962 Ζάκυνθος",(+30) 6982 395377,Γονέας
30099016178,16023733618,Γερασιμούλα,Σμυρνιώτης,"Μακρυλιάς 63,, 09646 Σάμος",2130 113 137,Τέκνο
21055720516,12105345279,Σεραφείμ,Πλατάκη,"Μυξόρρουμα 953,, ΤΚ 76609 Κέρκυρα",210 248 7155,Γονέας
29107673350,14015646532,Παρασκευή,Τσίμη,"Αγκαιριάς 09-89,, 87451 Πολύγυρος",29510 99 580,Γονέας
15028161920,05123631645,Άλκηστις,Χαβρεδάκης,"Σωληναρίου 85,, ΤΚ 709 77 Χαλκίδα",210 331 5622,Σύζυγος
27036740081,10125605583,Πανδώρα,Αποστολάκης,"Πέρκου 83,, 25781 Κόρινθος",2103059127,Σύζυγος
04059644002,27105419104,Φωτεινός,Ναούμ,"Γερανίων 74,, 71672 Πρέβεζα",210 275 7740,Σύζυγος
19116413673,16071245948,Φιλιππία,Χριστογιάννη,"Αγίου Βασιλείου 2,, 653 39 Ρόδος",2990 228 903,Γονέας
26058638039,19031971103,Ευμένιος,Χατζηγρηγοράκης,"Βαργιάδων 328,, 77700 Ερμούπολη",2880204078,Γονέας
08115278418,25125289092,Χρύσανθος,Παντζαρτζίδης,"Φτερνού 281,, ΤΚ 19097 Ρέθυμνο",210 1007646,Τέκνο
02085727324,18098496882,Φρειδερίκη,Κουκουβίνος,"Καλαμιά 05,, 68866 Ιωάννινα",210 7451118,Αδελφός/ή
21024634662,25078386741,Φωκάς,Τσαγλιώτης,"Δώρη 32,, ΤΚ 72489 Πολύγυρος",+306902144898,Τέκνο
13046774761,31018009538,Ιωάννα,Σμπρίνης,"Στενιών 686-002,, ΤΚ 16922 Χίος",+30 6950 025282,Τέκνο
09056456386,18075498698,Λυγερή,Στοφοριάδης,"Πλατεία Φύσκας 61-49,, ΤΚ 33523 Αλεξανδρούπολη",(+30) 6902 951022,Σύζυγος
07050595362,15072008037,Δαμιανός,Αναστασάκης,"Πεντέλης 0,, 30148 Τρίκαλα",2129051546,Τέκνο
03065921423,30080103395,Βασίλειος,Κιούσης,"Αγίου 683,, 07392 Χίος",210 047 7500,Γονέας
28057745791,06055236974,Πουλχερία,Κορωνίδου,"Μαυρονόρους 53-00,, ΤΚ 86194 Κέρκυρα",+302566758396,Αδελφός/ή
17056735051,15081321040,Λουίζα,Παπανάνου,"Πλ. Πασίου 386,, ΤΚ 71053 Κομοτηνή",28290 01 008,Γονέας
30084698972,27114203005,Ιγνατία,Κουλουμπού,"Κυριάκου 3,, 696 02 Ηράκλειο",6922 821 943,Τέκνο
08067767414,26048384353,Αντίπατρος,Λύτρα,"Καργάκου 3,, 10433 Αθήνα",26990 24 655,Γονέας
30127670531,28069154952,Ελένη,Βαμβακάς,"Πλ. Φωτάδας 53,, 045 74 Χίος",21970 89 970,Γονέας
16014992602,16096162037,Ζαμπέτα,Φωκάς,"Πάροδος Δρακοβουνίου 50-48,, 326 68 Κατερίνη",6986391961,Τέκνο
12074626337,18044184399,Ευδοξία,Ρόδης,"Αμφίσσης 9,, 02292 Καρπενήσι",+302688866073,Τέκνο
30128661132,22042298973,Γαληνός,Τσαλαμάνδρης,"Λεωφ. Ανιάδας 82,, ΤΚ 58375 Τρίκαλα",6912999093,Σύζυγος
25015663409,23123721875,Ηλιάνα,Ρούσσου,"Πάρ. Οίτης 0,, 37426 Καστοριά",(+30) 6969 685022,Γονέας
08115509073,15093950963,Αρίσταρχος,Γιατρομανωλάκης,"Μακρή 5,, 376 10 Φλώρινα",6983484852,Αδελφός/ή
12069669341,24094635798,Πύρρος,Σαριδάκη,"Ασκών 9,, ΤΚ 023 55 Λευκάδα",21470 27 667,Αδελφός/ή
04018660868,07054383941,Αγάθη,Καζαντζή,"Κυψελοχωρίου 20,, ΤΚ 290 26 Καστοριά",2460849238,Τέκνο
20077528122,25126311876,Θεοτόκης,Δακαναλής,"Κουτκιά 92,, 41267 Ηράκλειο",210 0274455,Σύζυγος
18126086969,14061125681,Ανθούλης,Εμπορόπουλος,"Λεωφόρος Ζηλευτού 39-24,, 08807 Καλαμάτα",2350 717 097,Σύζυγος
09036974757,31120862427,Ιάκωβος,Ρόδης,"Ντριβαλά 5,, ΤΚ 64268 Ερμούπολη",(+30) 2036 136069,Αδελφός/ή
20106517817,05011482890,Δαμασκηνή,Σαλταούρας,"Μπραέσα 342-215,, ΤΚ 26917 Κέρκυρα",2050 281 141,Αδελφός/ή
29096721164,01047874107,Σαπφώ,Πρέκα,"Ελάφου 34-54,, 10174 Αθήνα",+302133813434,Τέκνο
15095851519,10029522166,Άριστος,Νικουλής,"Πλατανοτόπου 54,, 68769 Καβάλα",6900 243 409,Αδελφός/ή
28100455574,24105887173,Χρυσόστομη,Τζαναβάρα,"Καναλίων 08,, 59635 Ναύπλιο",2737014013,Τέκνο
24079666159,10043627695,Φλωρεντία,Κόλκας,"Βλαχοδήμου 55,, 65603 Ζάκυνθος",+30 6980 883066,Σύζυγος
12079621447,13087321125,Σελήνη,Μιχαλάκης,"Στεφάνης 865-836,, 538 12 Άμφισσα",210 0596821,Αδελφός/ή
22057300951,27064817697,Ιουλιανός,Φαββάτα,"Σπηλιάδου 700,, 958 26 Καστοριά",2160 680125,Σύζυγος
24017899720,26015276321,Πολύμνια,Τριανταφύλλου,"Περιβολακίου 38,, 64127 Σέρρες",+306982768008,Αδελφός/ή
31078597713,13128395934,Μαργαρίτα,Σμυρνιώτης,"Βαρβάρας 33,, 15314 Ιωάννινα",+30 2805 283812,Αδελφός/ή
02100378694,16107914456,Ζαφειρία,Τζαλλας,"Φασουλίδου 68-47,, ΤΚ 251 41 Αθήνα",(+30) 2786 529287,Σύζυγος
25048040589,24048751382,Απολλωνία,Μανελίδης,"Βλαχοπούλου 2,, 54945 Καρδίτσα",+30 6964 843419,Τέκνο
29015372289,15119860410,Προδρομία,Παπασπηλιωτοπούλου,"Αναργύρων 51,, 73581 Βόλος",2050980597,Τέκνο
08024857948,03059053956,Χριστιάνα,Σμπρίνης,"Γρηγορίου 644,, 06946 Σάμος",(+30) 6902 775781,Τέκνο
24019589601,13073462553,Μαρίνος,Κατιρτζής,"Κοντού 893-300,, 610 20 Λευκάδα",6934 110 269,Σύζυγος
02079330864,30042584509,Αντώνιος,Κολχούρης,"Γελινιατίκων 778,, 400 05 Μυτιλήνη",210 289 0091,Αδελφός/ή
23027242635,16084664597,Εύκλεια,Μανωλάκης,"Πάροδος Τριζονίων 24,, ΤΚ 65100 Βέροια",6987446018,Τέκνο
02037890965,20060829395,Ελπίδα,Λαγογιάννης,"Καρακυρίου 406-505,, ΤΚ 608 13 Άρτα",2480 231 531,Τέκνο
16084787336,28067619642,Νικόδημος,Τριανταφύλλου,"Παλαιοκήπου 5,, ΤΚ 420 14 Άρτα",(+30) 2777 954492,Αδελφός/ή
03106534320,28121379006,Βιργινία,Τζιάβας,"Παυλιάνας 2,, ΤΚ 429 55 Μεσολόγγι",2760005578,Σύζυγος
29095362406,17059064051,Αλκμήνη,Βουλγαρίδου,"Λεωφ. Κοιλαδίου 5,, 975 21 Πύργος",6959 334154,Γονέας
08065062890,02013398456,Αύγουστος,Μαρκόπουλος,"Ζελίου 565-008,, ΤΚ 76774 Χανιά",6937881465,Γονέας
31030214004,14043479547,Θεόπιστος,Κυργιά,"Πάροδος Καλαφατιώνων 9,, ΤΚ 644 62 Αργοστόλι",2350 737 602,Γονέας
10085883774,04010199289,Κλέαρχος,Πλατάκη,"Μεσαρίστης 505,, 27181 Τρίπολη",2890 705276,Αδελφός/ή
23087382377,05077246833,Μαριάνθη,Σελινοπούλου,"Πάροδος Πραμάντων 94-97,, 13280 Άρτα",+30 6973 300067,Αδελφός/ή
14106009267,29059599574,Βλάσιος,Πατελής,"Βιλιβίνης 3,, 84382 Βέροια",+30 2778 893361,Σύζυγος
12018372655,06123167159,Παντελής,Νάστος,"Καρδαρά 299,, ΤΚ 706 38 Τρίπολη",+302607658692,Αδελφός/ή
10069004254,17096171513,Περικλεία,Κωνσταντόπουλος,"Βρυσούλας 68-92,, ΤΚ 436 74 Καρπενήσι",2670 886431,Σύζυγος
20027622743,26015908432,Ευσεβεία,Κατσιγιάννη,"Δωδώνης 5,, 53719 Χαλκίδα",21960 74 162,Τέκνο
27059894402,26103930562,Νικητία,Τζουβέλης,"Νεροκούρου 4,, 58070 Κομοτηνή",(+30) 2213 182409,Αδελφός/ή
16080599302,22061820750,Δομήνικος,Ξενίδη,"Τραγίλου 870-729,, 46393 Κοζάνη",210 9906865,Σύζυγος
05119585526,28031880204,Πηγή,Χορτάτου,"Καστανώνος Ζαγορίου 21-97,, 10250 Καβάλα",(+30) 2370 003876,Γονέας
17027799401,22017327687,Γεωργία,Σγουρένα,"Τσαριτσάνης 82,, 47030 Καβάλα",6971 234885,Σύζυγος
16116639633,28108485514,Πολυχρονία,Πουλημένος,"Βουταίνης 7,, ΤΚ 345 97 Χίος",210 700 7972,Τέκνο
26105354925,23065230606,Μηλιά,Καρακάξης,"Πετριτσίου 75,, 73771 Ιωάννινα",+302001955197,Αδελφός/ή
03049584462,29070113679,Χριστοδούλα,Αρσενάκη,"Αλυσανδράτου 52-18,, ΤΚ 18406 Φλώρινα",6956612255,Τέκνο
03027141227,10085713101,Λουλουδένια,Μαγούλα,"Γαλατσίου 1,, 50297 Χανιά",(+30) 6988 443018,Τέκνο
27089842882,07068342440,Ρωμανός,Πατσουρέα,"Πάντζιου 327,, 55571 Καβάλα",+306906457998,Γονέας
29088654149,05102347044,Δημόκριτος,Πέτρου,"Πλ. Δικάστρου 91,, ΤΚ 418 66 Σπάρτη",+30 6964 069870,Γονέας
03129761297,17129446043,Κυριάκος,Παπακωνσταντίνου,"Στυλίων 896-861,, 105 22 Ξάνθη",6918914660,Αδελφός/ή
30017555625,10038359123,Βελισσαρία,Κωτσίδης,"Τσώνη 50,, 43838 Ιωάννινα",+30 6944 204284,Γονέας
11037948585,27026992216,Τσαμπίκα,Τοδώρης,"Ποταμού 18,, ΤΚ 772 22 Κιλκίς",+30 6913 519309,Αδελφός/ή
10126677306,21057040847,Μίνωας,Πιπερίγκος,"Διβαράτων 521,, 96393 Πύργος",(+30) 2831 415920,Τέκνο
21124739340,06018770965,Φραντζέσκα,Μεξή,"Αθανασίου Διάκου 04-62,, 56213 Λιβαδιά",(+30) 2610 236924,Αδελφός/ή
22070529527,16090991724,Συμεών,Παππά,"Οινόης 4,, 369 33 Καρπενήσι",2105728206,Σύζυγος
08096573375,14065058272,Πελοπίδας,Δουράνης,"Σκλίβανης 30,, 00078 Πρέβεζα",(+30) 2940 746344,Αδελφός/ή
07046974215,10087327033,Πανταζής,Μοσχοβάκη,"Λεωφόρος Βρουστίου 22,, 303 48 Πύργος",25850 50 799,Τέκνο
30066830449,16093657589,Αγησίλαος,Παπαδημητροπούλου,"Αργυροπούλου 92,, ΤΚ 152 97 Τρίπολη",+302573668962,Σύζυγος
30098255492,29110450275,Πολύβιος,Σολωμίδου,"Συρμού 21-61,, 68488 Άρτα",+30 2716 535424,Τέκνο
09028408389,01037266724,Σώζων,Σύψα,"Ασιτών 7,, 99441 Σάμος",(+30) 6967 235453,Γονέας
15056092171,10046235896,Ιφιγένεια,Βαρακλής,"Βοτονοσίου 953-931,, 01485 Μυτιλήνη",2730 683 554,Τέκνο
04118954742,29061630082,Στεφανία,Ζολώτας,"Βακουφτσή 74,, 25206 Πάτρα",+30 6961 918083,Σύζυγος
06059347434,07123670367,Λαέρτης,Κοκκίνου,"Λεωφ. Βασιλοπούλου 445-798,, ΤΚ 807 03 Άμφισσα",2847039297,Τέκνο
20129743647,12025325385,Αρχιμήδης,Κυρκούδη,"Γεωργακοπούλου 466-365,, ΤΚ 04310 Ερμούπολη",2897012017,Σύζυγος
13124751125,27069809623,Κλειώ,Σπανός,"Ερετρίας 69,, 37685 Κόρινθος",+302995818940,Σύζυγος
30108425353,20031712155,Αργύριος,Βαϊραμίδου,"Βιάννου 40,, ΤΚ 55126 Κομοτηνή",(+30) 2154 933333,Γονέας
17129453545,16053565577,Λεώνη,Λεμονής,"Αγίου Προδρόμου 8,, 077 49 Λαμία",+30 6911 952423,Τέκνο
21017853734,15057988143,Άριστος,Ψυρρή,"Γαρδικίου 721-417,, ΤΚ 49649 Κιλκίς",210 4052307,Γονέας
24086287919,30056177429,Πηγή,Τσιούπρα,"Μαρίνης 11-91,, 244 87 Χίος",+30 6915 192190,Αδελφός/ή
21030072897,25101120429,Φρειδερίκος,Χαχούδης,"Λεωφ. Κουφοβούνου 66,, 070 72 Αθήνα",(+30) 6910 279936,Γονέας
15128205877,19020978462,Αλέξανδρος,Μαυρικάκης,"Πρωτοχωρίου 965,, 363 67 Κοζάνη",2710 934305,Τέκνο
14107864756,02019527042,Λαμπρινή,Μάνος,"Καλογιάννη 26,, ΤΚ 189 19 Καβάλα",2101155498,Γονέας
29117201005,23053556468,Μαρωτέσα,Σιγανός,"Παπαθανασίου 1,, 42311 Ρόδος",2105081060,Σύζυγος
19127506722,06119189519,Στέλλα,Κουτσούρας,"Πάροδος Νιάτων 07,, ΤΚ 92622 Καρδίτσα",(+30) 6907 201565,Τέκνο
30048550424,24015707926,Νικήτας,Τσακαλάκου,"Πλατυστόμων 62,, ΤΚ 067 41 Ρόδος",23560 69 903,Γονέας
30069053778,26116065552,Φεβρωνία,Τσαμαδός,"Μανέτα 0,, ΤΚ 20992 Λευκάδα",210 1078258,Γονέας
31078233227,04126618633,Κασσιανή,Καλαϊτζάκης,"Κύθνου 31-36,, 90589 Τρίκαλα",(+30) 2149 190772,Γονέας
20024640638,22024452862,Αταλάντη,Μπονέλη,"Αποστολάκη 56-13,, ΤΚ 34145 Σέρρες",+302138524278,Αδελφός/ή
07054620953,06100671745,Χαραλαμπία,Κούτρης,"Μάρα 89,, 88910 Πάτρα",(+30) 2320 028771,Τέκνο
11079774614,07116160866,Ευγένιος,Λιάκου,"Αγίου Σεραφείμ 466-985,, ΤΚ 23037 Λιβαδιά",6925 063466,Γονέας
05095842378,16038524857,Κωστούλα,Κυριακάκης,"Λεωφ. Καταπόλων 62,, 891 59 Ηράκλειο",6946 012961,Τέκνο
10107369464,07124589077,Αλεξία,Αμπλιάνιτης,"Βορδονίας 56,, 65583 Φλώρινα",2310 835458,Σύζυγος
12058091893,28119435376,Μόσχα,Βούλκος,"Μακρυωτίκων 113,, 012 97 Μυτιλήνη",6979302803,Τέκνο
28087338023,19039566441,Αθηναγόρας,Σπηλιάδου,"Βαγιονιάς 62,, 92487 Ηράκλειο",+306932072527,Σύζυγος
14014664406,01038269251,Γερασιμούλα,Μπουλούκος,"Χρυσανθακοπούλου 6,, 669 74 Ρέθυμνο",2700 602 504,Τέκνο
25067029197,23047997054,Θεοδόσιος,Αμπλιάνιτης,"Καταρράκτου 00-37,, 901 46 Ερμούπολη",6994 667631,Γονέας
01119545786,07117191362,Προκόπιος,Μαντζώρος,"Παλαιοχούνης 20,, 914 44 Καρδίτσα",6942 827702,Σύζυγος
