ΑΜΚΑ_ΒΟΗΘΟΥ,ΑΜΚΑ_ΑΣΘΕΝΗ,ΚΩΔΙΚΟΣ_ΠΡΑΞΗΣ,ΗΜΕΡΟΜΗΝΙΑ_ΩΡΑ
17066089196,13121216392,X666537,2026-11-24 07:26:07
22077399915,25063534513,A401643,2025-08-20 05:42:23
01109198508,15108262011,K508021,2024-03-24 11:19:03
06129398379,07037117362,X645661,2025-12-10 19:27:10
24118100064,08086294502,B300001,2024-09-30 05:27:11
17129595144,25083642104,B308665,2025-01-18 15:41:28
23098922056,13089076244,X631957.153,2026-06-11 12:56:16
22057224885,09019013179,B313605.188,2025-11-02 12:59:29
15097845869,26102379568,X633329,2026-09-08 03:44:02
09078487422,18106853667,B316367,2024-11-15 00:30:48
27028634014,15036967066,B314259,2024-11-03 23:34:13
06099678104,10067319043,X631957.116,2026-03-17 17:19:46
25078560613,01029631761,B316455,2025-02-10 02:20:43
09089264470,22107466246,X633369,2025-09-21 15:45:53
24067746429,27047983578,X709265,2026-07-21 17:51:29
28027843113,23030978378,X717019,2024-03-29 13:12:18
30128559854,29064487060,X633937.126,2026-03-15 09:24:50
07058449408,21068786807,X647957.16,2026-08-24 22:09:32
23017282546,12085258748,X647181,2024-02-28 21:00:08
13128563885,27078660742,X618659,2024-01-27 00:23:57
14076889096,30058433618,B313295,2024-11-15 01:33:48
13128886585,23110940306,X626219,2024-02-03 17:18:08
05038245675,02077463657,X678973,2026-07-18 10:21:50
05066544429,06079421150,X623809,2025-06-23 01:48:47
18098586120,02084268293,X631957.52,2026-11-16 12:32:52
19046880487,11061178746,X676163,2025-02-05 17:46:29
18038419704,19066385480,X672401,2024-11-10 04:40:23
27068908645,22114060322,X702389,2025-06-02 19:43:55
23087652129,24047557628,X668213,2026-02-19 20:12:02
16098922011,13038339146,X611435,2026-10-01 02:12:44
27039198147,06085597648,X694269,2026-03-06 00:15:30
06129006779,13112337024,X666447,2024-06-27 09:38:03
06067883458,22116226041,B313605.121,2025-03-07 07:07:23
23098922056,09110952485,B311227,2025-01-05 06:26:55
13079080143,06069558245,X647957.30,2026-04-25 05:53:27
02018629858,15100870428,B314583,2025-05-17 07:07:57
18098586120,04049518271,B301907,2026-12-24 05:27:22
01126898842,17034854831,X631957.101,2024-07-19 02:24:43
07058449408,29066051841,X657543,2025-02-15 07:34:57
18038419704,30079345911,X645671,2025-01-23 08:24:20
27029081490,17116467029,B313605.206,2025-08-16 14:19:00
11086204373,04087828544,X651401,2025-04-28 09:56:29
17086280299,12079332684,X719029,2024-05-25 21:30:06
11107461794,17109360017,X622379,2024-06-08 05:30:43
18046450046,15117964399,K517191,2025-01-03 16:30:21
04119239492,15102220436,X634753,2025-02-28 13:57:11
07010039098,26084420616,B313605.362,2024-01-13 20:54:03
30079525039,15129831606,X687199,2026-09-11 09:55:24
03018397570,06096520937,X653623,2025-08-30 18:58:24
30079525039,24015707926,B313605.44,2024-11-27 09:09:16
06056298788,06052531878,X684589,2024-11-07 03:21:54
24056638400,30033923964,K517431,2026-06-09 11:46:27
15119510000,18097807975,X691705,2025-02-17 12:15:48
15117326267,19083374022,X704343,2025-02-04 16:57:05
07128933392,05066741092,K512975.27,2024-10-08 12:45:35
15078193967,01079813382,X688859,2026-03-15 13:20:11
16027098320,14015433968,X686399,2024-08-23 19:57:23
12069231084,24108840091,X714415,2025-10-02 19:21:42
14087685423,29097303410,X621279,2026-02-06 19:50:13
04119239492,13118727522,K508025,2025-01-06 14:03:52
22119480687,20105033687,X709491,2026-02-18 00:39:14
05118761571,19083782369,B307977,2026-04-05 21:55:16
02036898951,08116863061,B308119,2024-03-22 12:29:15
03047764549,09123947685,X622651,2026-05-06 12:56:01
19067764454,10103474507,X623599,2025-04-16 03:41:55
20116193875,12061757941,X663757.20,2025-10-17 11:37:13
22128600161,06105926075,X618673,2026-07-30 13:07:02
11028804475,12117789376,X635535,2026-05-10 15:49:57
08038064163,30116289118,X631339,2026-03-13 00:09:42
31077414694,07055220633,K517461,2025-10-15 11:47:42
01088554347,28096109629,X603401,2025-10-13 05:49:30
07058449408,21024721440,X632209,2026-05-18 08:18:03
06086431193,15029311184,X622213,2024-07-02 17:46:03
30107682035,10046367165,B313605.221,2024-12-09 17:41:35
25108939007,17020243696,B318377,2024-10-02 02:05:19
30117815887,01088847989,X697609,2026-04-14 22:42:17
20126534261,12093549056,X603171,2024-07-19 21:44:48
09109908394,15014404120,X666663,2024-07-06 16:03:24
16027098320,03086464668,X666483,2024-01-06 03:57:43
26067992049,18014187451,K511463,2026-05-07 20:48:36
21118287193,22114271260,X686839,2024-01-23 16:05:07
23107913462,03120853076,X697957,2026-02-06 06:32:58
16038151301,21038178223,X627049,2025-08-07 00:03:06
12017727071,07105034526,X631957.181,2025-08-17 02:40:40
25108939007,18128800407,K511301,2024-07-04 01:58:53
26086400932,30015727627,X670723,2026-02-17 15:32:38
07017002380,07039197639,X625671,2024-09-15 22:54:13
31128168449,22082216172,Β315905.8,2026-12-29 09:54:08
02066476243,01066444431,Β311905.137,2024-10-06 16:51:50
17086280299,21083986577,B316529,2025-04-16 06:31:35
02048031608,18118352738,B305219,2026-01-10 13:46:16
29088759148,24099959675,A402769,2026-08-02 13:49:22
16049606025,17028624168,X635491,2024-07-30 05:05:25
08129616542,14044750254,X655189,2025-03-24 21:02:09
21059604573,26038301559,K512181,2026-05-14 20:40:14
16089904750,03086464668,B313857,2026-05-10 09:37:02
10066054452,12070223052,B316305.28,2026-03-03 06:15:00
11110090113,09089210565,X633937.240,2025-11-25 15:21:39
18090094593,20043275227,X670593,2024-12-04 14:16:38
11069420002,29012129403,Β315905.86,2025-10-07 18:07:56
15086072947,02081343588,X632189,2025-10-23 08:01:13
13049344733,08116440470,B313605.242,2025-06-09 11:46:38
18078628006,26037182546,X665619,2025-03-04 21:34:10
04027352612,01025054484,B313605.388,2024-09-14 04:46:57
17037970004,11117563872,B305327,2026-04-28 13:23:47
09037229373,14111325259,X622279,2025-02-25 18:55:27
16057668308,18034920662,X664969,2025-11-25 06:41:28
26039888215,20101911560,X690319,2025-12-22 13:13:37
31106962635,28061603433,K514009,2025-02-22 02:50:44
31056269522,28115475586,X622447,2025-05-29 15:37:24
16038610700,29129239384,X670599,2025-04-13 18:21:33
06129006779,26029664710,B316385,2024-06-23 05:39:46
24056638400,31109921711,X637021,2025-10-31 12:52:57
24107206566,15090717200,X668435,2025-09-09 23:21:52
05119034270,12035295064,B313605.204,2026-02-07 22:07:06
15018563508,17043265468,X646579,2025-06-25 06:10:10
31056342606,09077447685,X651125,2026-04-16 02:26:54
23017282546,22078019963,B313859,2026-10-01 05:15:40
24026365196,18040700748,X631107,2024-06-14 07:56:37
07126011914,30046240697,X626269,2026-05-02 13:19:34
02077108433,16053679155,X702059,2026-12-08 04:53:14
22069080015,29123899559,K516979.1,2026-07-20 07:51:48
26086295833,31056865763,B313707,2024-08-08 10:12:03
26109596245,19026172446,X719221,2025-04-20 14:36:27
09078487422,13090855270,X704347,2025-02-06 16:54:58
22119480687,24127506229,X632955,2025-06-16 01:29:43
26017065899,04107432038,B312767,2025-08-18 12:26:22
08070044736,05037145360,B304251,2024-11-04 08:00:37
06056298788,08036611749,X664775,2026-10-14 01:23:46
28068899789,05083855226,B314851,2026-05-26 03:18:19
24118100064,01066444431,X644941,2025-03-23 05:25:51
28057037026,21027049870,K501061,2024-04-14 16:33:23
11017293008,05046408092,X635209,2025-07-12 18:52:24
25129020960,06051642072,X695399,2024-10-05 08:06:58
12057155300,29098166393,X633937.58,2026-02-17 22:44:44
25116313213,20126696654,B313605.126,2025-09-30 20:02:20
07017002380,29129239384,X647563,2026-08-30 07:27:54
25119412075,20011896367,X711501,2026-08-10 17:03:19
03067202384,06031577676,X680409,2026-09-26 10:14:39
07058449408,12070223052,X633937.118,2026-03-02 13:39:27
18076329356,26041037628,X664249,2024-12-21 13:08:12
26086400932,09124390618,X634209,2026-03-22 05:28:27
08107948767,18124400510,X631957.77,2026-04-02 20:41:52
14087685423,25031622328,X657499,2026-08-12 00:54:29
14027204472,03081924684,X622859,2025-10-30 18:52:52
10047575259,10042458066,X666679,2025-06-26 06:06:32
09037229373,20126439496,X631957.126,2026-12-13 15:38:16
23116204779,16033938839,K518861,2026-02-24 15:09:17
13026249879,13036023928,X636889,2026-02-21 12:45:33
17087168135,01094057625,X715575,2026-11-04 08:03:55
01026474429,20097312507,X667721,2024-08-22 09:51:25
16129514595,30107898665,X639731,2025-06-21 19:47:01
01117326244,11101233579,X687757,2026-07-16 19:10:36
07127401967,29119770603,X715791,2025-01-20 04:25:39
03128845112,23105851513,X663757.14,2026-03-15 05:06:07
14027204472,12013922119,X657957.2,2025-09-19 10:23:51
11087036989,22030333623,X704689,2026-07-18 20:30:21
12046562974,23066386804,B314969,2026-06-12 23:44:27
11069420002,04096267400,X642435,2024-07-05 03:39:54
15036205266,22061460790,B303933,2026-08-14 17:18:36
28099851293,09050577948,X702069,2026-01-23 18:53:33
04119372013,14083172035,B313605.235,2026-04-15 07:15:18
17126815889,13107765936,X691319,2024-04-07 14:29:06
12096045767,25015698935,A402729,2024-09-14 17:25:53
27089112158,11094250933,X646759,2026-04-26 14:01:29
22017250546,15033988355,B306067,2026-01-11 13:44:01
23099549068,24106578985,K514579,2026-01-30 21:04:19
13079080143,10113537115,X631957.78,2024-04-07 07:14:43
25047807193,24119858983,X694809,2025-10-26 08:00:52
12097182585,07090715238,B305949,2026-09-26 04:53:55
13129208275,19059202827,K512975.13,2026-08-01 14:44:52
18128340575,26129338133,X661579,2025-04-15 10:52:14
19078694844,25123978664,B316305.18,2026-06-01 16:11:39
09029521356,02040357352,X631957.238,2026-09-14 06:43:45
07086512984,17108114296,X625657,2025-02-17 01:06:37
07077275306,25116063936,B305935,2026-10-10 18:29:23
30107682035,11061856555,X638209,2026-04-25 18:02:28
29109686417,02058729101,X618669,2024-08-03 03:38:57
31086146127,11041234955,X683059,2026-02-09 05:43:52
10038736913,16100091796,X663757.16,2025-06-02 17:45:36
02097580827,10116551635,X610561,2024-12-17 07:42:31
12097182585,21117871824,X634117,2025-04-10 21:57:08
02049297106,31018023936,X632815,2025-10-28 16:35:36
06117490221,16024342364,K509401,2025-08-17 06:23:36
08046234626,24116282778,K512975.21,2024-11-06 20:02:55
05059061176,05094880092,X626359,2026-12-20 03:37:09
30058019899,04057795278,Β315905.104,2026-05-03 20:47:56
16077362163,04031752037,B315717,2026-11-12 04:28:02
07017336764,22054605114,X652989,2025-02-06 09:21:03
21079047523,25069548432,X629299,2025-05-14 20:24:28
15128940931,31034124867,X621835,2024-09-29 07:42:37
01016353360,21070628287,B314861,2026-08-21 20:54:32
23107913462,16109811526,X623579,2026-12-12 10:15:03
02119001109,19049063244,X719879,2025-04-15 07:50:46
30097527993,23108622700,A403485,2025-12-13 17:07:08
21036855841,17038271520,X715909,2025-06-06 01:49:09
11126055066,12061781692,X634829,2025-08-24 17:57:22
16086450108,04107167693,X646387,2025-06-04 12:03:11
03126551214,21033961634,K504001,2024-11-11 10:46:44
28018712927,06105107064,K511443,2025-12-14 17:51:01
18046450046,03067151660,K514127,2025-11-04 02:16:57
27038876062,16116545912,X600039,2024-08-29 11:34:05
27116381556,06089275305,B314959,2025-08-06 04:06:29
16057668308,05089161466,X635679,2026-02-08 21:58:51
05118761571,23066276485,B308785,2024-10-30 19:09:39
16066288202,21094046131,X656559,2026-05-03 07:42:56
11066436710,06031238741,B313605.382,2026-10-22 05:12:12
17066089196,10125619468,X684665,2024-07-12 15:04:06
31059975972,08012403520,B316705.14,2025-11-10 04:54:54
08117716641,21019534833,X643393,2025-10-21 17:19:40
10078602364,09022178901,A400009,2026-02-25 11:52:25
21059745722,09021720255,X680519,2025-07-03 22:49:18
06106702650,24046193997,B309997,2026-12-23 12:57:13
07039120569,08103260233,X716229,2024-11-12 00:00:27
30059828244,04048329674,X681865,2026-09-30 03:49:29
23077968309,24088693139,X627219,2025-01-10 10:23:13
07058449408,28039010123,B316705.106,2025-12-18 18:09:53
03047764549,17114246119,X670569,2024-10-09 12:20:50
05026238460,07042404609,A401503,2024-11-03 10:35:28
10119405681,21109381038,X715803,2026-03-05 17:19:30
15078813564,24022497562,B308173,2025-05-26 04:03:48
06088858657,06086621032,X672419,2024-07-28 05:26:58
29059459431,23095129326,B305837,2025-03-29 10:15:17
15026765760,25033792039,X611535,2025-04-17 21:51:49
19106310004,07106950250,X641119,2025-09-20 18:18:49
25099582251,27056954358,X680199,2025-01-27 22:07:24
14027204472,28017092750,A403161,2024-10-22 00:49:04
31059975972,05128081968,X618751,2026-12-15 15:04:11
23018833514,12020573810,Κ514779.3,2026-04-26 21:46:43
09089264470,08028435173,B313507,2025-09-07 23:42:34
29088759148,08098725569,K516221,2025-04-18 08:22:58
26017065899,30110572688,X647725,2026-03-06 10:48:53
28018712927,11016551784,X666493,2025-07-19 07:09:21
14067544474,26021599228,X600121,2025-09-13 21:13:20
03117001638,21034512844,X636849,2025-12-24 07:37:51
02120095990,27031956248,X697879,2025-09-28 21:23:56
10119405681,02058463211,X624191,2026-06-10 22:52:24
27039198147,01114471804,B313605.327,2025-04-21 17:11:54
15097845869,22114855383,X635449,2025-02-22 21:05:51
07127401967,15012520883,B313605.15,2025-06-16 02:32:15
20036149369,15034651728,X632833,2025-03-18 22:46:53
18038419704,09100719058,X626299,2024-03-27 20:16:46
12069231084,05049275981,X661259,2026-10-29 21:57:41
05127849415,08074756825,X606261,2025-01-21 05:21:37
29087896734,17100773309,B313605.398,2025-07-17 17:43:27
18086649381,01078504502,X654459,2026-08-03 12:54:34
12037359314,18124233218,X663757.38,2025-06-22 05:21:05
26086400932,03077253380,X663757.36,2024-08-06 15:00:42
24048903716,12113419470,B304681,2025-10-28 14:14:17
24059714537,06069648153,X653097,2025-03-06 17:53:39
17098211492,14028185798,X675009,2026-11-09 05:19:10
22036277849,16087021920,X666859,2026-01-28 12:44:03
18038419704,25010624964,X709481,2025-04-01 07:37:03
09089264470,29060045822,X602583,2025-06-13 11:18:04
13076963118,22055047431,B311905.14,2025-07-27 06:51:58
07119294567,20056369934,X636345,2026-08-08 16:07:15
06017832098,11105070796,X694183,2025-05-15 10:18:03
22077399915,26059749727,X683957.15,2026-11-28 02:59:45
06086431193,14087600604,B313605.260,2025-07-12 21:28:24
14109194640,10021062282,X713639,2025-10-23 08:16:31
17059777666,01027203214,B313605.374,2024-04-11 22:20:15
01068388909,02094582817,X610801,2026-05-20 13:11:47
15018563508,04128962979,X611471,2025-04-04 20:26:31
21029390527,02014278220,K515987,2024-11-15 03:10:08
06027984112,27078660742,B316253,2025-07-29 15:52:28
30069480731,13111110527,X704319,2026-11-02 05:26:11
04038417249,13045449063,K514087,2026-11-03 09:01:04
04038417249,02094027013,X633969,2024-07-25 02:53:21
23059304171,01089137045,K517579,2026-02-22 13:50:37
15088506830,11079988572,K502201,2024-08-28 17:07:25
19106310004,04073344484,A403727,2024-10-09 16:10:13
08038064163,25129391188,X686857,2025-03-05 15:19:56
31087386956,20040705185,X645879,2025-11-08 20:44:56
15078193967,10026236724,X654325,2026-11-02 17:14:44
04117489700,12060964353,B315187,2026-09-22 08:21:30
18046389102,01127203776,Β311905.200,2026-04-10 09:05:23
08066384048,22038288178,X703029,2025-10-16 04:41:33
19129777350,31030628850,X635341,2026-03-02 00:40:44
05029958451,27094528345,X618567,2025-09-28 01:57:52
08126232536,10083989355,B312027,2026-04-27 04:32:50
27059740869,18118117102,X624191,2025-03-10 22:23:46
02066476243,18079208817,B313605.143,2025-10-26 06:45:14
06056298788,15021031827,X675361,2026-11-06 10:49:12
30107682035,30117364794,X657439,2026-12-29 21:50:33
23018735761,30033923964,B316705.47,2026-06-13 14:11:56
15068993499,21013147732,X646973,2026-10-01 19:05:04
06067101897,06102355649,X694499,2025-01-04 04:00:53
30097527993,24120251520,X643011,2024-02-04 04:38:43
24127184919,23094447524,X643119,2024-08-15 13:27:43
06057825654,01091827268,X655177,2025-04-25 10:52:17
14067544474,13071428903,Χ629957.4,2024-11-28 06:42:05
05056159470,16036072475,B312065,2025-06-13 20:06:19
08046234626,15015407117,X622213,2025-12-23 19:05:22
31018504386,07012292193,K513695,2024-02-05 20:32:10
01016353360,23087836683,X719379,2024-12-22 20:48:25
10086060998,12094722402,X650381,2025-08-12 21:14:16
06027984112,07019879933,X681139,2026-04-10 19:20:27
25126627516,25019182538,X627821,2024-12-04 14:22:29
06068844833,23086574775,X715859,2025-12-05 15:58:35
12119430692,03128096798,Β311905.53,2026-10-07 14:55:15
18078628006,21047189114,X704285,2024-05-10 07:41:47
27119559754,21038609676,X635543,2026-03-05 05:51:37
07058449408,01106731737,B316705.133,2024-03-12 13:12:38
03056212030,01022181948,B315515,2025-05-22 10:45:21
10119405681,30089538403,ΔΙΑΦΟΡΕΣ ΔΙΑΔΙΚΑΣΙΕΣ. ΑΓΓΕΙΟΓΡΑΦΙΕΣ ΚΑΙ ΑΚΤΙΝΟΛΟΓΙΚΕΣ ΕΠΕΜΒΑΣΕΙΣ ΑΓΓΕΙΩΝ,2025-12-08 00:05:56
25086572696,11050861829,X635333,2026-11-15 05:35:53
05026238460,26115835019,B308657,2024-05-08 21:00:56
25059138149,18051215239,X701001,2026-02-11 18:07:09
04056123282,08092256747,X668583,2026-05-14 03:01:07
22089289312,13073911253,B316705.63,2025-05-08 01:12:17
28048253867,08095876392,B316623,2025-09-23 03:53:10
16089711199,13088505770,X703111,2025-03-27 13:26:14
28018712927,14015646532,X630479,2024-05-23 16:47:49
01088554347,09039814993,X631957.20,2024-07-25 01:30:19
04108491204,21096723192,X636435,2024-11-02 01:57:33
10049377861,27028883597,X651037,2024-12-20 13:20:03
13126695715,26029467141,B313605.359,2025-04-23 23:10:18
18046389102,25091610970,X651205,2025-06-14 04:50:42
01026474429,14121612714,B302007,2027-01-12 20:04:11
04028115193,14015885212,X657539,2024-06-17 17:03:42
24089701863,16097235216,X628089,2024-06-05 09:04:42
25059138149,04119791090,K501095,2024-03-04 21:17:29
01086179006,22083348078,X644959,2025-03-14 15:42:36
31127162692,13035385216,B306889,2026-01-06 13:02:37
15086072947,05109806422,X684609,2024-07-29 12:59:48
09046647100,17076095093,B312027,2025-01-11 13:39:51
30050072873,09079128928,Β311905.147,2026-07-07 00:24:02
30089715268,17088696249,X701999,2025-06-06 02:12:22
03079784188,12064947440,X624191,2025-06-06 14:58:57
04098950065,02066742983,X650371,2024-08-17 03:53:23
11107461794,10028509848,Β311905.131,2024-02-16 00:26:26
31106962635,13110815174,X662259,2024-07-14 17:02:12
02078022955,25037700280,X602861,2025-08-16 19:21:37
06129398379,31074981266,X630669,2025-06-06 01:50:16
04057762832,31032090665,X703041,2025-06-21 02:42:36
13077073021,01048148917,K511873,2024-08-17 18:19:23
18128340575,02098361311,A403799.31,2025-03-24 05:53:25
26039888215,05016011892,X633529,2025-11-28 03:07:58
16108629101,24108922390,X635403,2024-10-30 19:22:33
04097289185,05102402543,K512977.7,2026-01-06 07:17:09
03017531168,12110243518,B313667,2025-12-04 06:55:22
15087050344,31010286223,K512975.27,2024-06-29 05:05:06
14087685423,18098684388,X681179,2025-02-05 20:10:44
15066419340,14056221361,K500221,2024-05-28 17:34:32
23116204779,09011858823,B305337,2025-02-24 04:38:50
25108359031,20087104584,X681881,2024-10-29 01:07:23
14119259652,06058735394,X666979,2025-03-13 02:28:47
29068724550,13079706182,B312337,2025-03-10 11:38:21
14036730831,14090264118,X635267,2026-05-17 17:35:18
16037267290,30124283022,X703049,2025-02-09 21:27:37
04117489700,01022583774,X626623,2026-10-09 16:15:51
26089867334,30090080630,B315189,2025-05-04 09:01:11
24128976469,17068522191,B307717,2025-06-23 22:49:08
17086545716,13065117082,B316305.17,2026-07-14 15:19:57
14116970498,26055543495,X644759,2026-03-09 08:29:19
29048747950,08113888915,B307709,2024-05-15 03:41:53
27039198147,01029631761,X710145,2024-05-11 05:06:14
25108939007,26074817342,B313605.88,2026-03-20 17:41:56
17098211492,26054438562,B308145,2024-07-27 14:28:18
16066288202,28026868920,X636439,2026-12-13 02:05:59
01058889994,30017818304,X603901,2024-10-11 10:41:34
22117866739,07087869902,X631957.249,2024-12-04 11:01:53
24028237708,25033755401,B316705.75,2026-07-26 05:55:42
25087114134,01091217526,X713925,2024-11-29 10:02:51
17086280299,12124605831,X666681,2024-08-05 11:00:27
27036319627,01027237801,B313605.20,2025-07-18 11:32:18
02036898951,14099074366,B313605.295,2024-03-23 10:46:30
17086280299,08120355204,Β315905.18,2024-04-05 04:51:35
02018629858,16071628060,X644259,2026-07-18 04:44:24
12059642917,05075652780,B308081,2026-05-05 01:04:07
10097761798,21021371922,X666587,2025-09-22 00:26:56
21037222305,26098358966,X719245,2024-08-22 16:27:02
22089289312,26042342439,X688229,2026-10-26 10:26:19
18039105982,07123973722,X635419,2025-10-28 12:45:26
12096045767,03027254554,K508301,2024-03-21 05:49:44
10066642723,19037419336,X633039,2024-08-24 15:09:55
11076194246,18087188470,X704487,2025-04-20 23:49:50
18077668129,26041412369,B305175,2026-02-05 06:05:16
07010039098,14059727734,B304117,2026-09-10 06:19:49
11107461794,20070380643,X676169,2024-05-08 13:50:34
13059468434,30118283799,X633937.163,2026-09-28 22:16:26
21059171364,06086750012,K501079,2024-11-23 05:15:40
29049650848,23042532957,B305817,2026-03-17 07:42:24
02078022955,15022547455,X688089,2026-01-03 20:33:35
04027088201,22030333623,B306027,2026-07-24 00:48:52
26077906631,14123963560,K511945,2026-08-14 19:16:11
03047170651,21038178223,X621169,2025-12-14 19:48:32
14109194640,25066017709,X666201,2026-01-09 00:34:11
25066070679,22054902115,X718825,2024-04-11 15:22:52
11107461794,17079358359,K506081,2024-11-12 00:10:50
18076329356,04087461230,X647899,2024-01-14 22:58:19
19046880487,22115604213,X673159,2025-07-14 08:59:38
10088406393,05097725797,B315211,2024-07-18 13:51:40
01126898842,15073068019,B315607,2026-08-22 05:06:39
08126232536,23121799500,X714189,2024-09-10 12:24:42
16049606025,14077052397,X680737,2024-05-29 22:26:10
29068724550,25085693778,X704191,2026-04-04 16:41:43
30058019899,18053487326,X631957.15,2026-09-11 20:46:38
24068366431,07126083807,X636185,2026-06-22 17:47:32
20027211534,23055014416,X714415,2025-01-25 16:50:44
10047575259,15031663514,X646599,2026-11-17 17:36:35
15067700652,26065790233,X633937.90,2025-05-18 20:01:19
23046979828,17094370655,X714031,2025-05-30 19:18:50
21107446461,16047510711,B316705.126,2026-07-08 03:35:44
02046534568,02117855677,X627817.17,2024-07-22 13:06:50
28027843113,29124623847,X635019,2025-02-27 01:38:04
01018799285,10024780054,X719819,2025-08-01 12:06:45
01077766007,16116131301,X664359,2025-06-11 22:37:44
30128750138,07116160866,X631957.30,2025-03-23 18:00:48
20046686404,05025666594,X666433,2026-05-03 20:26:54
28068899789,04065085220,X630503,2026-11-13 22:01:41
06028417733,25035254616,X621343,2024-10-02 14:52:48
07126011914,08020907519,X699699,2024-07-27 18:23:53
26086295833,19066040455,X634623,2026-02-15 22:48:41
21059745722,23050034769,B316705.2,2025-06-13 23:46:38
12096045767,16064242260,X715781,2025-09-30 23:14:06
23038301805,27053618697,B313605.294,2026-10-20 00:14:41
23046979828,04073999744,X661263,2026-11-01 07:06:28
06129398379,09058246652,B313605.11,2025-11-03 00:40:07
15036205266,02118246583,X670621,2024-07-08 02:49:30
25116313213,11128399640,B314461,2026-09-28 11:32:11
24017343758,15060550431,B314459,2025-04-03 15:13:36
04096470957,07097626384,X622233,2024-08-11 07:15:49
30097527993,30121402039,X694003,2026-05-08 08:59:55
05119034270,18056043357,B305477,2024-03-13 18:04:34
17116460629,12065098858,X656367,2025-07-19 14:32:41
22018991557,10090788345,A403667,2025-07-03 15:22:37
27039198147,12034157556,X622881,2024-10-08 19:06:25
14117875826,09012512271,B313605.410,2026-02-12 06:33:56
17086280299,23012351253,X638219,2026-04-19 17:50:11
25086572696,20056369934,X622759,2026-08-06 19:30:26
21029390527,15030087514,B310027,2026-06-03 10:49:09
05088386643,29105628515,B316305.5,2026-04-30 09:04:35
06010036468,22061302188,X631957.184,2026-12-14 00:16:38
19109686969,02118246583,X686489,2024-07-09 03:48:20
26089867334,12071644604,X711469,2025-06-10 17:35:55
22056473676,27049302625,X642421,2025-02-14 05:56:09
18027242588,22026388056,X635029,2026-06-09 23:38:43
10098802211,25020800476,X709563,2026-10-18 06:46:45
18098586120,11100160024,X669879,2024-12-27 16:58:53
15039665806,08028061712,X637469,2024-12-20 08:50:28
18048136821,25044880629,X654367,2025-08-01 19:01:32
05036745427,27014728052,X656443,2026-03-29 23:50:56
16077362163,28085235662,B313605.280,2024-09-11 11:52:15
12037359314,16078284680,X633937.157,2026-09-22 01:57:16
10047575259,31017337434,B315007,2025-08-31 20:34:53
25067343186,01114863883,B313905.1,2026-08-18 06:29:03
23108566165,15024138772,X688209,2024-03-24 16:47:26
15066445561,29060227327,X687159,2024-03-03 22:17:32
28088884090,19038307962,B313905.1,2026-11-27 08:46:06
06066504974,22051267570,B313605.123,2024-09-30 15:39:25
04027352612,04109823401,K516411,2025-01-06 09:11:54
06028311220,15012356193,B316605,2026-04-23 00:49:26
14099220532,06038074115,X697559,2024-11-17 13:39:30
21039215689,25034105357,X603911,2024-11-01 06:59:05
12096045767,17027734899,X647681,2024-10-12 03:20:46
02107622397,13027029572,X655279,2025-10-19 17:04:31
01019214971,15121166348,X627817.2,2025-08-17 16:53:41
25108359031,11080771358,X668231,2026-03-17 11:20:32
29067492365,26066554597,X670959,2025-04-22 14:59:06
30068836428,03084333972,K504293,2024-01-17 17:20:41
11069420002,12016586102,B305763,2026-07-08 20:33:32
13129274742,17016265919,X629329,2026-11-12 03:40:20
13129208275,01019794413,X630583,2024-10-21 03:00:44
18026491407,16087021920,X651709,2026-01-25 20:08:10
18027242588,22065160475,B313605.275,2026-06-10 22:07:24
18117707554,03108456738,X706141,2026-07-09 20:27:35
06076944552,16076657405,X633937.243,2024-09-22 03:50:03
25067470203,06118493233,X639613,2024-04-03 20:28:12
10047575259,06042273327,X647825,2024-06-10 07:40:28
26067992049,18045282955,K507241,2024-08-04 05:31:20
20057853872,05027156410,A401009,2024-10-14 00:34:06
17077991574,10026070121,B305459,2024-06-21 05:02:28
13029194367,07015647807,X633139,2025-07-22 17:07:58
30128750138,26110641358,K500637,2024-10-03 09:36:22
27096518080,11038653536,X624597,2024-06-20 17:59:42
24056638400,09065391200,X611641,2025-08-19 03:16:28
22069080015,04025380562,X642999,2025-02-08 23:27:27
13036214191,20069559914,X679081,2024-08-17 16:28:38
12029214112,26116001558,X694551,2025-03-12 16:48:51
13106968050,24073988633,B307557,2026-04-11 06:06:01
16109211017,21048410817,X633937.228,2025-03-07 21:54:52
01099600492,13073992812,X632663,2025-07-03 01:40:48
04049877134,04079564180,B313605.224,2026-08-26 23:53:47
04097289185,25036544217,B313605.88,2025-03-02 17:47:48
02077108433,10120630345,X603167,2025-04-13 23:49:43
03117001638,10025625073,X669917,2026-12-20 03:54:44
20078593378,31121295478,X634235,2024-04-26 23:28:11
07029554131,25106731263,B315907,2026-08-17 15:33:31
20047493220,02107514434,A400927,2024-04-22 08:30:48
17037970004,10113381121,X712329,2026-03-17 19:17:06
08097338699,20063744061,A401001,2024-03-27 16:24:44
13077073021,13024908122,X621069,2026-10-11 13:44:17
05076734352,08052518706,X622259,2026-07-24 10:22:55
07096320081,20117756208,X713979,2025-04-25 14:29:58
06057825654,21066131967,B313605.305,2024-10-03 02:12:03
22077399915,11098509245,X719299,2025-10-16 15:56:10
29049650848,21117469584,X706073,2025-08-23 15:41:27
21046521057,30041738930,Β315905.15,2025-11-06 22:40:17
09028368537,15017567022,X701961,2025-01-05 07:32:26
26038052001,02015680043,X631957.261,2025-08-02 09:45:57
